Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Has the pupil been adopted from care?,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc?,English & maths GCSEs A*-C?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc,Achieved Maths EBacc,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,KS2 English level (finely graded),KS2 Mathematics level (finely graded),KS2 English TA level,KS2 Mathematics TA level,KS2 English PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Entered all three core science pathway subjects,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,'EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,'EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,'EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,F,,15,401,1,785723621,,69e7028f-3e97-431f-a03f-4c65b4f80d74,N,0,0,0,0,1,2,APKN,0,0,,Y,12,12,1,1,1,,1,,1,1,1,,1,1,,5.16,4.56,5,5,34,35,5,14,14,8,6,6,6,6,7,70,3,3,0,0,1,23,0,19,0,18,2,,6,1,6,6,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,726367697,,9ccd9ee8-947d-42d5-8451-2aa037ee65e9,N,0,0,0,0,1,2,WBRI,0,0,,Y,10,9,1,1,1,1,1,,1,,1,1,,1,,5.13,5.25,4,4,25,25,4,11,9,7,5,6,6,5,2,67,3,3,0,0,-2,21,0,16,-1,20,1,,5,5,2,5,-1,5,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,643709944,,af73ccc5-a3cd-4277-9932-551747d3902b,K,1,0,0,1,1,2,WBRI,0,0,,,4,5,1,1,,,,,,,,,,,,0.5,4.88,4,3,22,19,4,9,7,1,3,0,3,1,0,31,1,1,-1,-1,0,3,-1,5,-1,0,2,,1,1,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,698456137,,b12a55ae-ce50-49d9-9815-819bf44deb7e,N,0,0,0,0,2,3,REFU,0,0,Y,,8,7,1,1,1,1,1,1,,1,,,1,,,4.9,4.78,3,5,22,23,5,8,8,5,5,4,5,4,3,43,2,3,0,0,0,17,0,10,-1,7,5,,6,4,6,5,-1,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,754269746,,eaddf3b2-99a8-4f5e-9e16-5ad9d849433f,N,0,0,0,1,2,1,MOTH,0,0,,,6,6,1,1,1,,,,,,,,,,,4.55,5.17,6,2,11,16,3,7,9,2,2,1,2,3,1,19,2,2,-1,-1,-1,3,-1,7,-2,12,0,,2,1,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,631241705,,63bc99a2-21f1-4930-a861-06f030a5a360,N,0,0,0,0,1,1,APKN,0,0,Y,,7,9,1,1,1,1,,,1,1,1,1,,1,,4.24,4.81,4,4,26,27,4,11,13,5,6,5,6,4,5,59,3,3,1,1,1,18,2,16,0,13,2,,6,7,1,5,1,5,1,,,0,0,0,0,0,0
,,,,M,,15,401,0,806897920,,0520dfdc-26e9-4b1d-bba0-1f67731408df,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,12,11,1,1,1,1,1,,1,,1,1,1,1,,5.03,5.46,5,3,7,7,,13,14,7,7,6,5,7,6,74,3,3,,,,21,,20,,22,0,,7,4,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,762959451,,d29f0dab-0063-4044-abb7-6858d349fecf,N,0,0,0,0,1,2,WBRI,0,0,,,11,10,1,1,1,,,,1,,,,,,,4.9,4.28,4,3,23,26,5,11,12,6,3,1,7,6,5,56,2,3,-1,0,0,15,-2,18,-1,11,5,,3,2,1,5,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,817410743,,0cf9c5a0-228b-4495-bb49-fba35c79bff2,K,0,0,0,0,1,1,WBRI,0,0,,Y,11,10,1,1,1,1,,,1,1,1,1,1,1,,4.14,4.31,6,5,35,35,5,14,12,4,3,6,8,6,6,67,3,3,1,1,1,14,1,22,2,17,3,,4,4,1,6,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,651658870,,30b937d2-7be0-4779-8a25-68b7c8145830,N,0,0,0,0,1,4,APKN,0,0,,Y,9,10,1,1,1,,1,,1,1,1,1,,1,,5.32,5.25,4,4,21,18,4,13,10,7,5,3,5,4,5,50,3,3,0,0,0,20,1,15,0,10,5,,4,2,5,5,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,713881373,,0e00b753-3145-4c0c-b8f3-65e414755ae0,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,12,13,1,1,1,1,1,1,1,1,1,1,1,1,,5.39,5.29,5,4,33,32,5,15,11,7,7,6,6,6,5,68,3,3,0,0,0,22,1,19,0,26,0,,3,7,8,6,1,5,1,5,1,0,0,0,0,0,0
,,,,F,,15,401,0,798624683,,20627cea-91e7-4b2e-b6fa-84ea10f9f39a,N,0,0,0,0,1,4,APKN,0,0,Y,Y,9,8,1,1,1,,1,1,1,1,1,1,1,1,,5.19,5.58,4,4,14,13,,13,9,6,5,3,5,5,4,61,2,2,,,,16,,15,,13,1,,5,2,9,,,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,660438373,,33a6ad93-7337-4105-bb8d-f5e5f7302c54,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,9,8,1,1,1,1,1,1,1,1,1,1,,1,,4.79,5.58,4,4,21,21,5,13,14,5,6,6,8,6,6,72,2,2,1,0,2,15,1,22,1,14,5,,6,7,4,,,5,0,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,797986950,,5deb1c48-d822-49d6-b748-3c6b3521b5cf,N,0,0,0,0,1,2,AOTH,0,0,,Y,9,8,1,1,1,1,,1,1,1,1,1,,1,,5.23,5.13,4,5,28,29,4,10,9,5,4,4,5,5,4,54,3,3,0,0,0,17,0,15,0,10,5,,5,3,2,4,0,4,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,638911938,,3d9bc10d-6129-4a19-904e-0b21a3a90340,N,0,0,0,0,1,2,WBRI,0,0,,,5,7,1,1,1,,,,1,1,1,,,,,5.1,4.44,4,5,29,27,3,7,5,5,3,2,4,4,2,34,2,2,0,0,0,10,1,11,0,8,1,,5,1,1,3,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,573550317,,f60cebdd-cade-4153-84dc-5313becb1998,N,0,0,0,0,1,1,APKN,0,0,,Y,8,8,1,1,1,1,,,,,,,,,,3.83,5.83,,4,18,21,3,5,9,4,3,2,3,2,1,27,2,2,0,0,0,10,0,7,-1,5,2,,4,4,2,4,-1,4,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,682655264,,18b8b806-5411-4ad7-b1a2-42a587a08162,K,0,0,0,1,1,3,WBRI,0,0,,Y,10,10,1,1,1,1,,1,1,1,1,1,,1,,5,5.42,5,5,26,24,4,10,13,7,6,5,6,6,6,63,3,3,0,0,1,21,0,20,0,15,4,,7,5,2,5,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,794105248,,f3cfee33-b24a-4ab5-912f-578eed3c9e33,N,0,0,0,0,2,2,AOTH,0,0,Y,,10,9,1,1,1,1,1,1,1,,1,,1,1,,5.13,5.5,5,5,31,32,5,15,14,5,6,5,7,9,7,71,2,3,0,1,0,15,0,23,1,23,4,,6,4,4,6,0,6,-1,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,783564321,,48205fb3-08a8-4f7a-b7f0-6ec7300545a9,N,0,0,0,0,1,1,MWBC,0,0,,Y,8,7,1,1,,1,,,1,,1,1,,1,,5.74,4.75,5,5,34,33,5,5,7,4,0,2,4,2,0,25,2,2,-1,-1,-1,5,-1,9,-2,3,4,,0,4,1,,,5,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,674271431,,0591a270-bd91-45c5-95f3-55cec8bf48a6,N,0,0,0,0,2,2,BAFR,0,0,Y,Y,11,9,1,1,1,1,1,1,1,1,,1,1,,,3.89,5.21,5,4,34,33,5,16,15,6,7,3,5,5,6,70,2,3,0,2,0,18,0,15,0,12,3,,5,6,3,6,0,6,0,7,0,0,0,0,0,0,0
,,,,M,,15,401,1,722522736,,3a698976-0fea-4938-a4f5-5f4e80d5de55,N,0,0,0,0,2,3,AOTH,0,0,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,4.86,4.69,5,3,22,23,5,15,16,8,7,7,7,6,7,77,3,3,1,0,0,23,2,21,0,15,2,,7,8,8,6,1,6,1,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,759148323,,2145d179-2a17-4b82-be3c-010c2ccebe45,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,11,11,1,1,1,1,1,1,1,1,1,,1,1,,5.06,5.75,5,5,27,33,5,14,16,7,7,7,8,7,6,75,3,3,0,0,1,23,0,23,0,21,3,,7,6,6,,,6,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,708610472,,6eeb78bd-7981-40ea-ac32-30e78498f3f6,N,0,0,0,0,1,3,WBRI,0,0,,Y,10,11,1,1,1,1,1,,1,1,1,1,1,,,5.23,5.83,5,5,27,24,4,15,10,7,5,4,6,5,6,70,3,3,0,1,0,21,1,20,1,24,0,,5,4,2,4,1,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,787016069,,7fbb7066-30ac-42f7-a17c-91c01572dd6a,N,0,0,0,0,1,3,APKN,0,0,Y,,10,11,1,1,1,1,1,1,1,1,1,1,1,1,,5.1,5.42,4,4,14,13,5,13,12,6,6,5,7,6,6,67,3,3,1,1,0,19,1,19,1,15,2,,5,6,7,5,0,5,0,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,707616059,,f8e9c6f0-4b4f-4a31-9ec9-7fe2bf320121,N,0,0,0,0,1,3,MWAS,0,0,,,7,6,1,1,1,,1,1,1,,1,,,1,,4.41,5,5,4,20,24,5,13,16,3,6,6,6,5,3,61,2,2,-1,0,0,7,-1,16,-1,9,2,,6,3,5,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,732416521,,e91d17ab-6834-4cc2-936b-3e8c9a178dae,K,0,0,0,0,2,4,WBRI,0,0,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,,4.97,5.54,5,5,25,26,5,12,15,7,6,7,7,6,6,69,3,2,0,-1,0,21,0,21,0,22,0,,6,7,8,,,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,634073970,,ce47f6a8-d460-4b2d-9b81-37ceac0cb5e2,N,1,0,0,1,1,2,APKN,0,0,,,8,8,1,1,1,1,,,1,,,,,,,4.31,3.39,4,,25,27,3,14,5,3,1,3,5,3,6,36,2,3,0,0,-1,8,-1,13,0,12,5,,1,3,1,5,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,795491287,,0cd436d0-0bc1-44db-a012-ca4797b63440,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,12,9,1,1,1,1,1,1,1,1,1,1,1,1,,2.5,2.5,6,5,34,35,5,11,16,8,7,7,8,8,6,79,3,3,0,-1,0,24,0,24,0,14,7,,7,7,4,6,-1,6,-1,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,813000070,,f60cebdd-cade-4153-84dc-5313becb1998,N,0,0,0,0,2,3,,0,0,Y,Y,11,12,1,1,1,1,1,1,1,1,1,1,1,1,,5.03,5.42,2,5,35,35,5,15,14,8,7,8,9,8,7,76,3,3,1,0,0,24,1,25,0,21,2,,7,7,7,6,1,6,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,780549612,,887145f1-45d2-4e01-b104-c38c1c3a49e8,N,0,0,0,0,1,2,WBRI,0,0,,,9,10,1,1,1,,,1,1,,1,,,1,,4.69,5.83,4,3,23,24,5,6,5,2,4,2,6,5,4,32,2,3,-1,0,-2,7,-1,16,0,10,6,,6,3,2,5,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,816360566,,45a4ee50-5c63-4854-bed9-88b7ab175867,N,0,0,0,1,2,4,WBRI,0,0,,,12,10,1,1,1,,1,1,1,1,1,1,1,,,5.13,5.25,5,5,31,30,5,15,15,8,7,5,8,8,6,77,3,3,0,0,0,24,-1,23,0,20,8,,7,3,5,6,-2,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,598218086,,c0b4d912-a2a7-4c8f-b1e1-fbb31b821ec2,N,1,0,0,1,1,1,CHNE,0,0,Y,,8,10,1,1,1,1,,1,1,,,,,,,5.71,3.46,5,4,35,34,4,14,8,2,3,3,4,5,7,35,2,3,0,1,0,6,0,14,0,9,5,,5,7,1,5,-1,6,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,798990038,,badaf879-f75d-4ed8-9c55-1669073f5ce1,N,0,0,0,0,1,3,WBRI,0,0,,Y,8,9,1,1,1,1,,,1,,,,,,,5.13,4.91,4,3,22,19,4,8,8,3,4,3,5,4,2,40,3,2,-1,-1,-1,10,-1,14,0,4,6,,5,2,1,4,-1,4,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,743007974,,269bbbd5-d076-4b0f-bb91-8e0489ec3b2e,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,10,1,1,1,,1,,1,1,1,,,1,,4.97,5.33,5,4,27,30,4,14,12,6,4,4,5,5,4,53,3,3,-1,0,0,18,-1,16,-1,14,4,,5,1,3,5,0,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,687542774,,7ebbfbbf-bf6e-453f-9b90-7f26b0bcca16,N,1,0,0,1,2,3,WBRI,0,0,Y,Y,8,10,1,1,1,,1,1,1,1,1,1,1,1,,5.1,,5,5,34,34,5,16,15,5,5,4,6,5,6,55,2,2,-1,-1,0,14,-2,16,-1,21,0,,5,3,8,7,-1,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,720867830,,8aac287a-9222-4b27-ae76-d23837df7208,N,0,0,0,0,1,2,AIND,0,0,Y,Y,7,7,1,1,1,,1,1,,1,,,1,1,,5.61,4.09,5,4,28,31,5,13,11,4,6,2,5,3,5,56,2,2,0,0,0,12,0,13,0,11,2,,4,3,7,5,0,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,748552109,,77337247-77cf-40c4-80f2-d5fa2abea187,N,0,0,0,0,1,3,APKN,0,0,Y,Y,10,8,1,1,1,1,1,,1,1,,,,1,,5.26,5.13,4,4,19,16,5,9,10,8,5,3,7,6,3,65,3,2,1,0,0,23,1,20,1,20,1,,4,3,2,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,0,777508180,,3caa4889-cc4d-460e-a54b-2b7aeffe9183,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,13,13,1,1,1,1,1,1,1,1,1,1,1,1,,5.13,5.63,4,5,13,11,,16,16,9,8,8,9,9,7,81,3,3,,,,25,,26,,26,3,,7,8,8,4,1,4,2,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,677557036,,5548560a-95b4-4d34-ad7a-d8562148fa2e,K,0,0,0,0,1,2,WBRI,0,0,,Y,11,10,1,1,1,1,1,,1,1,1,1,1,,,4.38,4.91,4,5,30,28,5,15,14,8,7,5,7,6,7,74,3,3,0,1,0,23,0,21,0,21,0,,5,2,3,5,1,5,0,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,787231468,,12e2289f-bc77-4134-9b09-8876031373f8,N,1,0,0,1,1,2,APKN,0,0,,,12,12,1,1,1,1,1,,1,1,1,1,1,1,,5.71,4.91,5,5,31,33,5,10,14,9,7,5,7,7,4,71,3,3,1,0,2,24,3,22,1,26,0,,6,3,3,5,1,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,705717908,,5714db65-a158-45a1-9efd-eab7ffed9f77,K,1,0,0,1,1,2,WBRI,0,0,Y,,7,9,1,1,1,,,,,,,1,,,,5,5.04,3,,13,5,2,9,4,3,1,1,4,2,2,29,2,2,0,0,-1,6,0,10,0,12,2,,3,2,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,801515403,,6bf922e3-ee83-427b-806c-4dd56f77c74f,N,0,0,0,0,1,3,MWAS,0,0,Y,Y,12,12,1,1,1,1,,,1,1,1,1,,1,,5.03,5.83,5,5,26,25,5,11,11,8,5,7,8,7,7,74,3,3,1,0,0,23,2,24,1,26,0,,6,6,1,5,1,4,1,,,0,0,0,0,0,0
,,,,M,,15,401,1,766398879,,785ff3b4-ff3d-4491-a25e-904071d9e821,N,0,0,0,0,1,3,WBRI,0,0,,,8,8,1,1,1,1,,,1,,,,,,,4.62,4.03,5,4,28,29,4,9,11,4,4,4,7,6,4,51,3,3,0,0,0,11,0,17,0,6,8,,5,4,0,5,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,611803414,,35322b3a-7aa8-487a-941e-4dd082801c00,S,0,0,0,0,2,2,WBRI,0,0,,Y,8,9,1,1,,,,,1,,,,,,1,4.97,4.81,3,3,17,15,3,10,10,4,1,2,5,3,4,36,2,2,0,0,0,9,-1,14,0,20,0,,2,2,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,805141728,,03b9272d-d799-43f9-84fb-7524861ac8d5,N,0,0,0,0,1,3,WBRI,0,0,Y,,11,7,1,1,1,,1,1,,1,,,1,1,,4.34,4.09,4,4,25,28,5,16,16,5,7,6,7,7,7,74,2,3,0,0,1,16,-1,21,0,16,5,,7,3,5,,,,,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,644797327,,f9e2f5c9-a5e8-4e98-b5dc-9214c0ef4196,N,0,0,0,0,1,2,CHNE,0,0,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,,4.21,5.63,5,2,35,35,5,12,14,7,6,7,8,7,6,74,3,3,0,0,0,21,0,22,0,24,0,,6,6,5,7,-1,7,0,7,0,0,0,0,0,0,0
,,,,M,,15,401,0,580895549,,bd501490-a570-4c14-ad77-4b864bc089b1,N,0,0,0,0,1,4,MOTH,0,0,,Y,9,10,1,1,1,,1,1,1,1,1,,1,1,,5.32,,4,3,9,12,,13,14,6,6,4,6,5,7,68,2,2,,,,16,,17,,13,1,,5,5,6,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,743696544,,c2782459-0e83-4287-8a5d-c63c4332083b,N,0,0,0,1,1,3,WBRI,0,0,Y,Y,7,8,1,1,1,,1,,1,1,1,,1,,,4.69,2.5,4,4,32,30,5,10,10,4,5,3,5,4,4,43,2,2,0,0,0,10,0,15,0,7,6,,5,2,4,5,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,749277066,,04f9e0d3-17ee-4b91-9377-6861783e2792,N,0,0,0,0,1,3,WOTH,0,0,Y,Y,12,11,1,1,1,1,1,1,,1,,1,1,1,,4.48,5.92,4,4,21,20,4,15,12,7,7,6,4,4,6,66,3,3,0,2,0,20,1,14,0,12,3,,7,7,7,4,0,4,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,811162959,,adae3c01-8b6c-4959-aeaf-bc5ad0052acc,N,1,0,0,1,2,4,WOTH,0,0,Y,Y,12,9,1,1,1,1,,1,1,1,1,1,,,,5.19,5.08,3,4,24,23,5,15,16,9,7,6,8,8,7,77,3,3,0,0,0,24,1,24,0,24,4,,7,7,2,6,1,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,747888810,,6e165dff-b4b7-4993-bcfa-3751be9cdc85,K,0,0,0,0,1,2,WBRI,0,0,,,9,10,1,1,1,1,,,,,,,,1,,3.83,4.5,4,4,22,23,4,13,9,4,4,3,5,4,4,50,2,2,0,0,0,12,0,15,0,13,2,,3,4,0,5,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,791216266,,2fe92162-65f0-4c2a-8b61-16d57a47ddc3,K,0,0,0,0,2,2,APKN,0,0,,Y,10,8,1,1,1,1,1,1,1,1,1,1,,,,5.35,5.17,5,5,25,24,4,13,10,5,4,4,8,6,7,69,2,3,1,1,1,15,0,22,2,10,10,,3,6,2,,,4,2,,,0,0,0,0,0,0
,,,,M,,15,401,1,668725720,,cda34351-34fd-4fdc-af97-8474bc41d7b6,K,0,0,0,0,1,3,WBRI,0,0,,Y,8,10,1,1,1,1,,,1,1,1,1,,1,1,4.97,4.41,5,5,23,26,4,11,14,7,6,6,6,5,5,58,3,2,0,-1,1,19,0,14,0,17,0,,6,4,2,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,733374098,,f1b1989c-c73e-4ded-93ec-e7d2d8aeccbc,N,1,0,0,1,1,2,WBRI,0,0,,Y,8,8,1,1,1,,,,1,1,1,,,,,2.5,3.68,4,4,32,32,4,12,10,5,3,2,5,4,1,47,2,2,0,0,0,15,0,15,0,11,7,,2,1,2,5,1,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,747138151,,e2ebb7cd-bb0a-4cd1-ab4b-19559e75b27c,N,1,0,0,1,1,2,APKN,0,0,,,7,5,1,1,1,,,,,,,,,,,4.55,4,3,6,12,18,5,8,13,5,3,0,4,4,5,46,1,3,-1,-1,0,8,-2,13,-1,9,2,,4,0,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,812652370,,f560f0fc-7f2b-434d-a0c7-442cc0c76d0d,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,10,1,1,1,1,1,1,1,1,,1,,,,5.06,5.71,3,4,20,16,4,9,8,7,5,4,7,5,4,57,3,3,0,0,0,21,0,18,0,9,6,,5,3,3,3,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,726781355,,029e9706-d84c-408d-b68b-7c973bfb2c42,K,0,0,0,0,1,3,APKN,0,0,,Y,8,9,1,1,1,,1,1,,,,1,,,,5.03,5.17,3,,12,11,3,10,5,4,3,1,6,3,2,28,2,3,0,0,0,9,0,13,0,8,7,,3,5,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,673092467,,e329b1b7-212c-41ad-a4ae-1daa6c4b521b,N,1,0,0,1,1,4,WBRI,0,0,Y,,11,12,1,1,1,1,1,1,1,1,1,1,1,,,,5.67,4,4,9,10,,15,15,7,7,5,8,7,6,73,2,3,,,,20,,24,,24,2,,6,6,5,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,691797889,,775f390e-f9a4-4fbf-a89c-d784b7cd6a76,N,0,0,0,0,2,3,WBRI,0,0,Y,Y,11,12,1,1,1,1,1,,1,1,1,1,1,1,,5.26,5.63,4,4,21,23,5,13,13,4,5,7,6,6,5,67,3,2,0,0,0,14,0,18,0,16,1,,4,6,4,,,4,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,772066069,,2700d8ab-208c-43db-a0a5-1b11118d4818,N,0,0,0,0,2,2,WBRI,0,0,,Y,9,7,1,1,1,1,1,,1,,,,,,,3.61,3.32,3,,25,23,5,7,14,7,3,3,6,6,5,62,2,3,0,0,0,18,0,17,0,14,4,,1,2,3,,,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,784951028,,bcdf3af5-8f58-46d4-b6c1-aab13efcd92f,N,0,0,0,0,1,4,WBRI,0,0,,Y,11,10,1,1,1,1,1,,1,1,1,1,1,1,,5,5.46,5,4,25,23,5,16,15,8,7,7,8,8,7,78,3,3,1,1,0,24,2,23,1,22,2,,7,4,6,6,0,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,689533882,,9383c6fc-e36b-4b96-a097-9a9640de31cc,K,0,0,0,0,1,2,WBRI,0,0,Y,,7,8,1,1,1,,,,,,1,,,1,,4.83,5.08,3,4,32,32,4,3,5,3,1,0,5,2,1,21,1,2,-1,-2,-2,5,-1,11,-1,8,2,,3,0,2,6,-1,,,6,1,0,0,0,0,0,0
,,,,M,,15,401,0,643865272,,f472ad40-c722-4b06-8446-5ec81ad0dcad,N,0,0,0,0,2,3,AIND,0,0,,Y,6,7,1,1,,,1,1,,1,,1,,,,4.62,4.63,3,2,9,12,,12,5,3,1,1,3,3,2,29,2,2,,,,5,,10,,9,1,,0,3,5,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,642734230,,f0e2c9c7-572e-4ce3-981e-480e1972ea8c,N,1,0,0,1,1,3,APKN,0,0,,,7,9,1,1,1,,1,,,,,,1,,,5.23,5.29,4,4,14,13,4,10,8,2,3,1,4,3,6,37,1,3,0,0,0,3,0,11,0,14,0,,3,1,5,,,,,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,731651489,,7ea4b5c8-d1b6-4afa-806f-6941f8c41bce,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,8,12,1,1,1,1,1,1,1,1,,1,1,1,1,,5.38,5,2,29,26,5,14,12,6,6,6,5,4,5,51,3,2,0,0,-1,20,0,15,0,13,0,,5,7,7,5,0,5,1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,673552650,,ee726fb0-53fa-4054-b83e-4785398e8e8f,N,0,0,0,0,1,3,APKN,0,0,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,5,5,29,33,5,16,16,7,7,7,7,7,7,81,3,3,0,1,1,23,0,23,0,24,0,,7,7,7,7,0,7,-1,7,0,0,0,0,0,0,0
,,,,M,,15,401,1,581826837,,d4cc94ad-b9a0-4b80-97af-b1197a78c341,N,0,0,0,0,1,2,WBRI,0,0,Y,,8,9,1,1,1,1,,1,,1,1,1,,,,4.72,4.94,2,6,14,11,2,10,11,3,4,1,5,4,3,43,2,3,1,0,2,9,1,14,0,9,0,,3,5,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,741868890,,1c475312-eac5-4581-9e1a-0332941f6407,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,10,10,1,1,1,,1,1,1,1,1,1,,1,,4.55,4.75,5,5,31,29,5,15,14,7,7,5,7,6,7,75,2,3,0,0,0,21,0,22,0,23,0,,7,4,3,6,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,687862556,,2e9be319-7d88-4e26-a9f6-58a509e0fb1e,K,0,0,0,0,2,3,APKN,0,0,,,6,8,1,1,,,1,,,1,,,,,,4.31,2.5,3,W,1,1,,4,10,3,3,1,4,4,6,26,2,3,,,,4,,12,,5,4,,1,3,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,796363275,,86414d46-bd91-449b-b91f-003a2cc208f9,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,,5.42,5.46,4,5,26,25,5,13,12,8,5,6,8,7,5,70,3,3,0,0,0,24,0,22,0,22,3,,6,5,4,5,0,3,0,5,0,0,0,0,0,0,0
