Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Post Looked After Arrangements,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc 9-4?,English Bacc 9-5?,English and maths GCSEs 9-4?,English and maths GCSEs 9-5?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc 9-4,Achieved English EBacc 9-5,Achieved Maths EBacc 9-4,Achieved Maths EBacc 9-5,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,Entered all three core science pathway subjects,KS2 Reading TA level,KS2 Mathematics TA level,KS2 Reading PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,M,,15,401,1,745855926,,f00dd5cd-851b-47b6-b7e8-fa6ff844dbbd,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,,,9,9,1,1,,1,1,1,1,,1,1,,1,1,1,,,2,,3,2,4,3,12,6,3,3,4,3,4,40,2,3,0,-1,1,15,1,12,0,8,1,1,8,5,,,3,2,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,784565200,,d5d1f80c-3e2e-4c38-a76c-e8b48d08b73d,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,Y,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,2,2,5,16,16,9,7,4,7,7,6,77,3,3,0,1,0,24,0,22,0,16,2,6,5,6,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,821388178,,31fd5c47-3175-47e8-9774-8c2813c218bb,N,0,0,0,0,1,2,AIND,0,0,,,Y,Y,11,9,1,1,1,1,1,,1,,1,1,1,1,1,1,,,5,5,5,4,5,6,15,10,6,5,9,9,5,73,3,3,0,-1,1,25,1,26,1,18,6,5,4,4,5,1,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,784583704,,b43eb3ac-3e77-4f3a-86de-493cb61d1bfd,N,1,0,0,0,1,4,REFU,0,0,Y,,,,9,8,1,1,1,1,1,,,1,,,,1,1,1,,,4,4,4,4,5,11,15,7,6,7,9,7,7,73,3,3,0,0,0,21,0,23,1,11,11,5,5,6,,,5,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,663871338,,1b18cb33-cd3b-4809-9e8e-4e6c46cdd9ca,N,0,0,0,0,1,2,WBRI,0,0,,,,Y,8,8,1,1,1,,1,,,,1,1,,,1,1,,,5,4,4,4,4,12,15,8,6,2,6,5,6,65,3,3,0,0,1,21,0,17,0,14,4,5,2,5,5,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,728129177,,956b48b7-191a-4f91-8a52-a605f0459a9f,K,1,0,0,1,2,3,APKN,0,0,,,,,9,10,1,1,1,,1,,1,,,,,,,,,,1,6,2,2,5,13,7,3,3,3,4,3,3,34,2,2,0,0,0,8,0,11,0,5,3,3,3,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,758381775,,dde26a8c-8017-4428-9f24-b301aba58c43,N,0,0,0,0,1,3,WBRI,0,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,4,3,5,14,17,6,8,8,9,9,8,82,3,3,1,0,1,21,2,25,1,19,5,7,8,10,,,5,1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,737901025,,1480d568-f8f2-423b-9eb4-84d6f3d0f22e,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,Y,Y,9,12,1,1,1,1,,1,1,1,1,,1,1,,,,,4,,4,4,3,15,2,3,0,0,4,3,1,19,3,3,0,2,0,5,0,9,0,5,3,1,1,2,3,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,714489670,,8e14fc8e-3a1d-472c-8b8b-f9dfec1896d4,K,0,0,0,0,1,2,WBRI,0,0,,,Y,Y,10,10,1,1,1,1,1,1,1,,,1,1,,1,1,,,3,3,3,3,5,11,8,1,5,4,4,3,2,36,2,2,-1,0,-1,6,0,11,-1,7,1,6,4,3,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,638052201,,d0c57ea1-9fd1-4c7c-ad75-5a5892000088,K,0,0,0,0,1,4,OOTH,0,0,Y,Y,Y,Y,9,11,1,1,1,1,,1,1,1,1,1,1,1,,1,,,5,5,4,4,5,10,10,6,3,4,6,4,3,39,3,3,-1,-2,-1,9,-1,14,0,9,7,2,6,2,6,-1,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,720480323,,f9caee52-f89c-47a6-b3a7-09de9f765e4f,K,0,0,0,0,1,1,WBRI,0,0,,,,,8,8,1,1,1,1,,1,,,,,,,,,,,4,,5,5,5,10,3,2,3,1,5,2,3,27,2,2,-1,-1,-1,7,-1,11,-1,12,1,4,1,0,4,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,696017593,,c33fb526-446d-43a7-9df8-7356bc8af1c0,N,0,0,0,0,1,3,ABAN,0,0,,,Y,Y,8,9,1,1,1,,1,1,1,1,1,1,,1,1,1,,,3,,4,4,5,14,14,6,7,7,5,5,6,62,3,2,1,1,1,20,2,16,1,9,5,6,3,8,,,,,6,1,0,0,0,0,0,0
,,,,F,,15,401,1,722015365,,8d26c811-4c30-4425-a0c7-68bd27111571,N,0,0,0,0,1,3,WBRI,0,0,,,,,9,10,1,1,1,1,1,1,1,1,,1,,,,1,,,5,5,3,3,4,7,12,3,2,4,4,3,4,40,3,3,-1,-1,0,5,-2,11,-2,12,1,2,5,4,,,2,-1,4,-1,0,0,0,0,0,0
,,,,M,,15,401,0,651556728,,e2910bcd-0c5c-4976-a2a2-cb77102d6e6a,N,0,0,0,0,1,3,APKN,0,0,Y,,,,5,5,,1,,,1,,,,,,,,,,,,,3,2,2,,5,6,3,3,2,3,3,5,25,2,2,,,,7,,8,,1,4,1,2,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,719133654,,c29c93f2-56da-4c8d-a8e9-6431867a0fe1,K,0,0,0,0,2,1,WBRI,0,0,,,,,6,8,1,1,1,,,,,,,,,,1,,,,5,5,5,5,3,3,9,4,3,1,4,2,1,28,2,2,0,-1,1,7,0,9,0,8,2,3,1,4,3,0,,,4,2,0,0,0,0,0,0
,,,,F,,15,401,1,769755590,,7715f170-cb36-4151-82b8-f10eec3b1eda,N,0,0,0,0,1,4,APKN,0,0,,,Y,Y,11,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,3,4,5,12,15,8,5,4,9,6,6,75,2,3,-1,-1,-1,22,-1,23,0,22,1,6,4,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,818639263,,1fdfa6ef-9429-48a2-8cc0-98713c4d4bab,N,0,0,0,0,1,2,APKN,0,0,,Y,Y,,10,9,1,1,1,,1,,1,1,1,1,1,,1,,1,,4,5,5,5,5,15,14,6,7,7,8,6,6,68,3,3,1,0,2,19,2,20,1,14,7,5,4,6,4,1,4,1,5,3,0,0,0,0,0,0
,,,,M,,15,401,1,730017085,,9f963c70-16fe-4fed-949e-fde8aab6fd27,N,1,0,0,1,1,3,WBRI,0,0,Y,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,5,4,4,3,4,15,13,5,5,4,5,6,3,57,3,3,0,0,0,14,0,15,-1,10,6,7,6,3,5,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,754801413,,1a8d0cd7-6925-44bb-a359-bbc687021c61,K,0,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,8,9,1,1,1,1,1,,1,1,1,1,1,1,1,,,,3,4,4,3,4,9,11,7,5,4,7,6,4,60,3,3,0,0,1,19,0,18,0,25,1,5,4,4,3,0,,,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,821048415,,0c0309d7-be12-4276-aa3f-6c46b56991e5,N,0,0,0,0,1,1,WBRI,0,0,,,,Y,10,9,1,1,1,,,,1,1,,,,,,,,,5,4,4,4,4,12,4,4,2,0,5,5,3,42,3,3,0,0,0,10,-1,14,0,13,2,2,0,1,2,-1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,777190930,,6be43eda-1610-4ce0-9e4e-7143ac7a8629,N,1,0,0,1,2,3,MWAS,0,0,,,,,6,6,1,1,,1,1,,,,,,1,1,,,,,5,5,4,4,5,1,0,3,2,1,1,2,0,7,3,2,-1,-2,-1,4,0,5,-1,1,10,0,5,4,,,4,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,792457321,,ec5fc804-3612-48bd-aedc-3873a025afe7,N,0,0,0,0,1,4,WBRI,0,0,,,Y,,11,10,1,1,1,1,,,1,1,1,,,1,,,,,4,4,2,2,5,16,13,4,6,5,6,7,6,56,3,3,0,0,-1,14,-1,20,0,13,7,5,6,0,4,-1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,766656795,,e25048a1-96e6-436f-b18c-4b999c25688c,N,0,0,0,0,2,3,APKN,0,0,,Y,,,10,9,1,1,1,,1,,,,,,,,1,1,,,5,4,3,4,5,18,15,5,4,2,6,4,5,65,2,3,0,1,0,14,-1,16,0,17,2,6,0,2,4,0,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,0,478215253,,5a419ced-f092-40fb-84eb-4eeafb1dca09,N,0,0,0,1,1,3,AIND,0,0,Y,Y,,,5,6,,1,1,,,,,,,,,,1,,1,,6,2,1,1,,3,11,2,2,2,1,1,1,17,2,2,,,,2,,3,,1,7,5,2,4,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,758890803,,89b7ae06-37ed-4926-9003-835cb26b82a7,N,0,0,0,1,1,1,WBRI,0,0,Y,,Y,Y,10,11,1,1,1,1,,,1,1,1,1,1,1,,,,,5,5,5,5,5,16,5,5,3,0,7,5,3,47,2,3,0,3,-1,14,0,18,0,15,4,3,5,1,5,0,5,2,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,625220809,,60a31df6-fcf3-4e14-b14c-c27deecd5d5c,N,0,0,0,0,1,2,WBRI,0,0,,Y,,,8,7,1,1,1,1,,,1,,1,,,,,,,,4,,4,3,3,8,0,3,1,0,6,4,1,29,2,3,0,0,0,5,0,14,0,4,6,1,1,0,2,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,632831608,,9720a6fa-9940-45e1-bff0-3d251ec93de7,N,0,0,0,0,1,3,WBRI,0,0,,Y,Y,,8,7,1,1,1,,,,1,1,1,,,,,,,,5,4,4,3,3,3,4,1,0,1,6,3,2,17,3,3,0,1,-2,3,-1,12,0,3,7,0,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,718769935,,954c2418-8a2e-4596-8b03-30d019622bd0,N,1,0,0,1,1,4,WBRI,0,0,,,,,8,9,1,1,,1,1,,,,,,,,,,,,,3,2,2,,13,13,5,4,3,6,4,4,41,2,3,,,,14,,14,,12,2,1,5,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,749772815,,9c9797ed-8b39-4fc5-aa2f-bff71e3442ba,N,0,0,0,1,1,3,WBRI,0,0,,,,,8,8,1,1,1,1,,1,,,,,,,,1,,,2,1,0,0,,11,1,1,1,0,3,2,1,12,2,2,,,,3,,5,,0,7,1,1,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,715178454,,0720323f-c035-4bfc-9c8c-adec8936844c,N,0,0,0,0,2,3,APKN,0,0,,,,,8,8,1,1,1,1,,,1,,,,,,,,,,4,,1,1,,8,15,4,5,2,4,3,3,34,2,3,,,,10,,11,,11,3,4,3,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,727314307,,76edd466-1142-4e1e-a20a-7f0d8b0ee085,N,0,0,0,0,2,4,MWAS,0,0,Y,,Y,Y,10,8,1,1,1,1,,1,1,1,1,,,1,,,,,,4,2,2,4,14,9,4,1,0,6,4,1,42,2,3,0,0,0,7,-1,14,0,6,7,1,3,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,783910420,,625179d6-951f-4702-9052-7d11237477a3,N,0,0,0,0,1,2,WBRI,0,0,,Y,Y,,7,8,1,1,1,1,,1,1,,1,1,,1,,,,,4,6,5,5,5,12,12,4,5,5,4,3,2,47,3,2,0,0,1,15,1,9,0,12,2,6,6,2,4,0,5,0,5,2,0,0,0,0,0,0
,,,,F,,15,401,1,821927782,,ae0dba31-3ac6-4e3f-89d9-30be82534bf8,N,0,0,0,0,1,4,WBRI,0,0,Y,,Y,Y,11,10,1,1,1,1,,1,1,1,1,1,1,1,,1,,,5,5,3,3,5,18,12,7,4,5,6,7,7,76,3,3,0,2,-1,22,-1,19,0,23,0,6,3,1,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,751411362,,a016f750-403d-419f-a57e-031910fdccf0,N,1,0,0,1,2,3,APKN,0,0,,,Y,,8,8,1,1,1,1,1,,,,1,,,,,1,,,5,4,3,3,5,6,3,4,1,2,4,3,2,31,3,3,0,0,-1,13,0,9,-1,5,2,0,4,2,,,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,792214839,,4e2ca037-780d-4424-8672-df9f3d5cb6c1,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,Y,Y,9,11,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,5,5,5,13,11,6,7,5,7,6,5,63,3,3,0,0,0,21,1,19,0,15,4,5,6,8,5,3,5,1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,733333277,,5a4dfaeb-1a8f-41b3-bda9-206ca1fff90d,K,0,0,0,0,1,3,WBRI,0,0,,,,,8,9,1,1,1,,1,,1,,,,,,,1,,,5,5,4,4,5,10,9,4,4,1,5,3,3,39,2,2,0,-1,0,9,0,11,0,9,2,3,2,5,5,0,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,587351533,,bf8a5bf5-046e-48ef-8f5e-ed2c3706b1d4,K,0,0,0,0,1,2,BAFR,0,0,,,,,7,7,,1,1,1,,1,,,,,,1,,,,,3,2,3,2,3,1,6,3,4,1,5,3,1,17,2,2,0,-2,0,6,0,11,0,3,8,4,5,3,3,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,668252903,,caaea020-9478-49b4-8be6-37a062b1b18c,N,0,0,0,0,1,2,WBRI,0,0,,,Y,Y,10,9,1,1,1,,1,,1,1,1,1,1,,1,,1,,5,,5,5,5,16,15,7,7,7,6,7,6,72,3,3,0,0,0,22,0,19,0,22,1,7,2,5,7,0,,,5,-1,0,0,0,0,0,0
,,,,F,,15,401,1,765059534,,8bd4af16-3531-41ea-9541-ed42fc99172f,N,0,0,0,0,1,2,WBRI,0,0,,,,,8,7,1,1,1,1,,,,,,,,,,,,,3,2,3,3,4,1,3,3,1,0,2,1,0,4,2,3,-1,-3,0,4,0,3,-1,2,4,0,1,1,,,3,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,764846451,,c180c7d1-e161-40e8-b6c8-d151d37c35a0,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,8,9,1,1,1,1,1,,1,,1,1,,1,,1,,,5,4,5,4,4,16,12,7,7,2,7,5,5,67,3,2,0,0,0,19,0,19,0,22,0,6,4,2,3,0,4,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,745875715,,2917ec01-bfea-4c77-8d9f-150e2cfaf439,K,0,0,0,0,1,2,WBRI,0,0,,Y,,Y,9,9,1,1,1,1,1,1,,,1,,1,,,,,,4,,4,4,4,7,7,3,4,2,4,4,3,45,2,2,-1,0,0,8,-1,14,-1,16,1,4,1,4,5,0,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,0,775818478,,3fc54659-d6ee-4496-95de-9ac40ce1538b,N,0,0,0,0,1,4,WBRI,0,0,,Y,Y,Y,10,10,1,1,1,,1,,1,1,1,1,1,,1,1,,,4,5,3,2,,18,15,7,7,6,6,7,6,77,3,3,,,,22,,19,,19,1,7,0,6,,,,,4,1,0,0,0,0,0,0
,,,,M,,15,401,1,713827409,,09f7fafc-fd8e-4c1c-8d8b-7663c7e65652,N,0,0,0,0,1,2,WBRI,0,0,,,,,7,8,1,1,,,1,,1,1,,,,,,,,,4,,4,3,4,13,8,4,2,1,5,3,4,38,2,2,0,2,0,6,0,11,0,7,4,1,2,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,654741191,,e5d2862d-596b-4362-ac00-0c2802d80b57,N,1,0,0,1,1,2,APKN,0,0,,Y,,Y,7,11,1,1,1,1,1,1,1,1,,,1,,1,1,,,5,,4,5,5,16,6,4,7,6,5,5,4,46,3,2,1,2,0,14,1,14,1,14,1,6,7,7,5,1,4,2,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,711604261,,a3a8101f-a460-4284-8944-a7576f74743e,N,1,0,0,0,1,3,APKN,0,0,Y,Y,,Y,8,10,1,1,1,1,1,1,,,,,,,1,1,,,4,4,3,3,5,8,10,1,5,6,4,3,2,36,3,2,0,0,-1,5,-1,11,0,19,0,4,4,4,6,-1,,,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,790375419,,a3afa5d7-4956-431d-ab99-27e7b90e2eae,N,0,0,0,0,1,3,APKN,0,0,Y,Y,,Y,10,8,1,1,1,1,,,1,1,1,,,1,1,,,,3,5,3,3,5,18,15,3,7,7,7,4,6,70,2,3,0,1,0,16,0,17,0,9,5,7,7,1,5,0,6,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,777985868,,ebc5d4a1-6245-4b56-933f-cac66a2b4d46,N,0,0,0,0,1,3,APKN,0,0,,,,,9,7,1,1,1,1,,,,,,,,,,,,,4,4,3,2,5,14,13,4,5,5,4,5,5,57,3,3,0,-1,0,15,-1,16,-1,14,4,5,6,0,4,-1,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,663680915,,141c9914-b380-47c6-aa17-ea6655444973,N,0,0,0,0,1,3,WBRI,0,0,,,Y,,8,8,,1,1,1,,,1,1,1,1,1,1,,,,,5,,4,4,4,3,12,5,6,2,2,3,3,31,2,2,0,-3,2,12,0,7,-1,2,2,4,7,1,4,0,3,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,696335661,,25bb43f2-2c96-4364-80a5-212bec4c7201,N,0,0,0,0,2,3,WBRI,0,0,,Y,,,7,7,1,1,1,1,1,1,,1,,,1,1,1,1,,,,,5,4,5,9,7,5,6,6,6,5,7,52,3,3,1,0,0,16,2,16,1,15,0,5,7,4,6,0,7,1,6,2,0,0,0,0,0,0
,,,,M,,15,401,1,616586082,,5f87c62a-2bfc-49fd-b49f-e115ced35ccd,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,7,7,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,4,4,3,2,5,17,7,4,5,5,6,5,5,63,2,2,0,1,-1,13,1,17,0,13,1,7,3,7,5,1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,824149696,,fd300c6e-69f8-4fac-8818-8b6b1b35b5ae,N,1,0,0,1,2,3,APKN,0,0,,,,Y,13,11,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2,3,5,5,5,17,17,9,5,6,10,10,7,85,3,3,1,2,1,25,0,29,1,27,4,7,1,2,4,0,4,-1,3,-2,0,0,0,0,0,0
,,,,F,,15,401,1,510409623,,9b251d19-cf8d-4f54-8ed9-ee453100f2b8,N,0,0,0,0,2,3,APKN,0,0,Y,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,,1,1,,,,5,5,3,2,5,11,14,7,7,7,6,5,3,62,3,2,1,0,1,20,2,18,1,23,0,6,7,6,,,5,2,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,530191790,,cf940c28-3338-4b52-a57a-4d0b48467e8e,N,0,0,0,0,2,2,WBRI,0,0,Y,,Y,,6,9,1,1,1,,,,,,1,,,,,,,,,2,3,4,5,8,6,3,2,2,4,3,4,24,2,3,-1,-1,0,4,-1,9,-1,8,1,2,3,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,796181901,,74ccb604-383a-4329-815f-b23d384943f1,N,0,0,0,0,1,3,APKN,0,0,Y,,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,,,,,4,,3,3,4,13,15,8,5,6,8,7,5,74,3,3,1,2,0,22,1,23,1,22,3,6,4,5,4,0,5,1,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,769213371,,99b13724-3f0c-4a1e-969d-9191c77303ab,N,0,0,0,0,1,1,APKN,0,0,,,,,7,6,1,1,1,1,,,1,,,,,,,,,,5,5,5,5,4,8,4,1,1,0,3,2,2,20,2,3,0,0,0,2,-1,8,-1,6,5,2,0,0,4,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,744070812,,73845328-b9b9-41bb-af26-16f320f8e240,N,0,0,0,0,1,2,MWAS,0,0,,Y,,Y,8,8,1,1,1,1,1,1,1,,,,,1,,,,,,6,3,3,4,14,12,5,5,5,5,3,7,56,2,2,0,0,0,16,0,12,0,11,2,6,7,3,5,0,4,1,,,0,0,0,0,0,0
,,,,M,,15,401,1,803517767,,e3ab4006-6fb0-40c3-bb6f-8f5d72412038,N,0,0,0,0,1,4,WENG,0,0,,,Y,,9,11,1,1,1,,,,1,1,1,,1,1,,,,,5,5,3,3,5,16,12,5,3,4,5,7,7,55,3,3,0,0,-2,15,-1,17,0,24,0,6,3,0,6,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,815527453,,c342ae83-ed45-45db-beba-491d4cf79e4f,K,0,0,0,0,1,2,WBRI,0,0,Y,,Y,,11,11,1,1,1,1,1,,1,1,1,,1,1,,,,,4,4,4,4,5,13,7,6,6,6,7,6,7,62,3,3,0,0,0,19,0,18,0,14,2,5,6,3,5,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,641634694,,26d463da-5240-44d3-83c8-9ce2c6dfc4f0,K,0,0,0,0,1,2,OOTH,0,0,,,,,8,10,1,1,1,1,,,1,1,1,1,1,1,,,,,,4,5,5,4,13,16,6,6,5,8,6,3,67,3,2,1,2,1,17,1,20,1,19,2,6,3,2,5,1,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,655158194,,994a2213-c875-453e-856b-9583846911ae,N,0,0,0,0,1,2,AIND,0,0,Y,,Y,Y,8,5,1,1,1,,,,,,1,1,,,,,1,,4,4,5,5,4,7,17,5,4,1,6,4,4,58,1,2,0,-1,2,14,0,15,0,10,6,4,1,1,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,720149207,,c3ec5956-d8cf-42bb-8f3e-4fffa7ff7011,N,0,0,0,0,1,2,WBRI,0,0,,,Y,Y,10,11,1,1,1,,1,,1,1,1,1,1,,1,1,,,5,5,5,5,5,12,16,4,4,3,8,7,7,64,2,3,0,0,0,12,0,23,1,16,4,3,1,4,5,0,,,5,2,0,0,0,0,0,0
,,,,M,,15,401,1,682278434,,27543ec4-f943-424f-86cb-5ca0aa30cbbc,N,1,0,0,1,1,3,APKN,0,0,,,Y,Y,12,12,1,1,1,1,,,1,1,1,1,1,,,1,,,5,5,4,3,5,17,14,7,6,7,6,6,7,77,3,3,1,2,1,22,1,21,0,20,0,7,4,1,6,0,6,0,,,0,0,0,0,0,0
,,,,F,,15,401,0,742206569,,61e1538b-4477-4b24-aea6-d9c1b1f5611e,N,0,0,0,0,1,4,AIND,0,0,,,,,10,11,1,1,1,,1,,,,1,1,,,1,1,1,,,4,1,2,,12,11,8,6,4,4,6,6,59,3,3,,,,23,,15,,17,0,4,1,5,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,628825253,,db8d874d-d05e-4bf2-9287-05cc27fc196a,N,1,0,0,1,1,4,WBRI,0,0,Y,Y,Y,Y,9,11,1,1,1,,1,1,1,1,1,1,1,,1,1,,,4,,1,1,,15,17,7,5,4,6,6,7,76,2,3,,,,17,,20,,26,0,6,5,8,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,733014711,,e155b158-6bdc-40b4-b1ff-4266a1509130,N,1,0,0,1,2,2,AIND,0,0,,Y,,,7,7,1,1,1,1,,,,,,1,,,,,,,,5,4,5,4,11,9,2,2,1,6,5,3,36,2,3,-1,-1,0,5,-1,16,0,8,9,1,5,0,4,-1,4,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,796323426,,be3fa088-4ac2-44a2-9e39-7eb0b44bf27a,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,16,16,9,7,8,8,8,7,82,3,3,0,1,0,27,0,24,0,24,1,8,3,6,6,0,,,6,-1,0,0,0,0,0,0
,,,,F,,15,401,0,637553190,,4d2c16ba-c87a-42e2-b451-8719e9391a87,K,1,0,0,1,1,4,WBRI,0,0,Y,Y,Y,Y,7,10,1,1,1,,1,1,1,1,1,1,1,,1,1,,,4,4,2,2,,17,14,5,5,5,5,4,2,59,2,2,,,,17,,12,,16,0,5,4,6,,,,,5,-1,0,0,0,0,0,0
,,,,F,,15,401,1,797325562,,29ccf1df-6b3d-4fae-be8d-557a5a2b4a99,N,0,0,0,0,1,4,AIND,0,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,15,17,8,7,6,9,9,7,79,3,3,0,0,0,25,0,26,0,22,6,7,6,7,6,0,6,0,5,-1,0,0,0,0,0,0
,,,,F,,15,401,1,544027723,,98c22846-88c7-4cde-bcc2-8797c6b732be,K,0,0,0,0,1,3,WBRI,0,0,,,,,6,9,,1,1,1,1,,1,,1,,1,1,,,,,5,4,3,3,4,0,2,5,0,0,1,1,0,10,2,2,-1,-2,0,8,0,2,-2,4,0,2,0,3,2,1,,,3,-1,0,0,0,0,0,0
,,,,M,,15,401,1,770164513,,1882ec2a-83d6-4156-848b-7b9480f64c2d,K,0,0,0,0,1,3,WBRI,0,0,Y,,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,4,4,3,5,17,17,9,8,8,9,9,8,86,3,3,2,2,0,27,4,28,2,28,2,8,8,7,5,3,5,3,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,739086151,,d3b47203-95a8-4303-bfbd-4ba94ca707a3,K,0,0,0,1,1,2,WBRI,0,0,Y,Y,Y,Y,9,9,1,1,1,1,,1,1,1,,1,,,1,,,,5,5,5,5,5,14,5,6,2,3,7,4,4,54,3,3,-2,-1,-3,18,-1,17,-1,12,4,1,4,0,5,-1,5,0,,,0,0,0,0,0,0
