candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,post_looked_after_arrangements,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_english_pathway_flag,pupil_level_science_pathway_flag,maths_exclude_previous_school,english_exclude_previous_school,science_exclude_previous_school
,,,,M,,15,401,1,759713743,,459a8557-1eac-4d33-9a38-87732df39bbe,N,0,0,0,0,1,3,APKN,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,8,8,9,8,8,8,5,17,17,10,8,7,10,8,8,89,3,3,0,1,,0,0,28,1,27,2,26,2,7,0,7,3,6,2,0,0,0,0,0
,,,,F,,15,401,1,737596809,,7ed0f227-a389-45ba-a38a-c52d872e997f,N,0,0,0,0,1,4,APKN,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,4,3,8,9,8,8,8,8,5,18,17,7,8,8,9,8,8,88,3,3,0,0,,2,0,24,0,26,1,26,1,6,0,4,0,5,0,0,0,0,0,0
,,,,F,,15,402,1,716787968,,e7806a31-c05a-403d-a962-2f6dd274a24e,K,1,0,0,1,1,2,APKN,0,,Y,Y,,6,6,1,1,1,,,,1,,1,,,,,,,,1,,,,5,6,5,5,3,8,4,3,2,0,5,12,8,2,3,3,2,2,3,37,2,2,-1,-1,,0,-1,7,-2,8,-2,5,4,6,-1,,,,,0,0,0,0,0
,,,,M,,15,401,1,702733039,,1e70d868-8950-4de4-97ad-f89c7af3fef3,N,0,0,0,0,2,4,WBRI,0,,Y,Y,Y,8,9,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,,,,,4,5,3,2,3,6,4,0,6,3,5,8,5,5,1,1,6,2,4,44,3,3,0,0,,0,0,12,0,13,0,8,6,,,5,0,,,0,0,0,0,0
,,,,M,,15,401,1,751122594,,31c07573-deb2-41bd-b934-7a36de7cd39e,N,0,0,0,0,1,3,WBRI,0,,Y,Y,Y,10,10,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,,,5,5,5,5,7,6,8,7,5,4,5,17,17,8,8,8,7,8,7,83,3,3,0,0,,0,1,24,0,23,0,23,1,7,0,7,0,6,0,0,0,0,0,0
,,,,F,,15,401,1,690774193,,6bd886bc-95f6-4947-a4e5-4a67fc5ada78,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,8,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,4,4,4,6,7,9,8,6,9,5,13,16,7,7,7,6,6,6,67,3,3,2,2,,1,2,22,4,17,2,16,2,5,3,5,3,4,0,0,0,0,0,0
,,,,M,,15,401,1,787395721,,586d245e-3278-47c5-a884-a6baa13df3da,N,0,0,0,0,1,2,APKN,0,Y,Y,Y,Y,8,9,1,1,1,1,,1,1,1,,,1,1,,,,,1,,,,5,5,5,5,3,7,4,6,3,1,5,7,7,2,2,2,4,2,1,27,2,2,0,0,,-1,0,7,-1,9,0,6,5,6,0,6,0,,,0,0,0,0,0
,,,,F,,15,401,1,747768828,,04f358a9-3056-4c9d-9c02-9fa9ae362e8f,K,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,7,8,1,1,1,,,,1,1,1,1,1,,,,,1,,,,,,6,3,4,5,7,8,7,4,2,5,12,15,6,7,4,4,4,3,59,3,2,-1,-1,,0,0,20,-2,14,-1,11,2,6,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,732295404,,4a24ef5c-e9e3-467b-b490-0d5abdb049f3,N,0,0,0,0,1,3,APKN,0,,,Y,Y,6,8,1,1,1,1,,,1,1,1,1,1,1,,,,1,,,,,5,5,5,5,3,4,5,4,4,1,5,8,7,5,4,5,4,4,2,44,3,2,-1,-1,,-1,0,13,0,12,-1,13,0,6,1,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,770823905,,36aff93b-e685-4fad-a8ac-2c0250132296,N,0,0,0,0,1,2,WBRI,0,Y,,Y,Y,9,10,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,4,4,4,4,4,4,6,5,6,5,5,7,11,5,4,4,6,5,6,51,2,3,0,0,,-1,0,13,0,18,0,16,1,6,0,5,0,6,-1,0,0,0,0,0
,,,,M,,15,401,1,791275463,,022efd5e-d819-4d9b-9fbd-e053624e9993,K,0,0,0,0,1,3,WBRI,0,,,Y,Y,9,9,1,1,1,1,,,1,,1,1,1,,1,1,,,,,,,5,5,4,4,5,4,7,3,4,1,5,11,15,7,4,3,6,5,6,67,3,3,0,0,,0,1,19,0,19,0,20,1,3,0,4,1,4,0,0,0,0,0,0
,,,,M,,15,401,1,759480219,,e8ed4b43-f07a-47b5-9502-42454b8a5380,N,0,0,0,0,2,2,WOTH,0,,,Y,Y,8,7,1,1,1,1,1,,1,1,1,1,,,1,,,,,,,,4,5,5,5,6,8,8,7,6,3,4,17,16,7,7,6,7,8,8,73,3,3,1,1,,2,2,20,1,22,1,24,1,4,1,3,2,4,-1,0,0,0,0,0
,,,,M,,15,401,1,733424289,,16829ab9-98fa-4392-9224-cfac5226e80d,N,0,0,0,0,1,3,WBRI,0,,,,,6,5,1,1,1,1,,,1,,1,,1,,,,,,,,,,5,4,3,4,3,1,7,8,1,0,4,3,15,4,7,5,4,5,1,43,3,2,-1,-1,,-2,0,12,0,12,-1,6,6,4,0,,,,,0,0,0,0,0
,,,,F,,15,402,1,812544703,,fa916ff6-8652-41a6-8d3d-c74fed4a5126,N,0,0,0,0,1,3,APKN,0,,,Y,,10,9,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,4,6,3,2,6,6,5,3,6,2,4,14,13,8,5,5,7,6,6,70,3,3,1,1,,2,0,22,1,19,0,24,1,3,0,4,-1,,,0,0,0,0,0
,,,,F,,15,401,1,804285753,,7983d3f6-ce86-4ed3-b955-35af90f6375a,N,0,0,0,0,1,2,WBRI,0,Y,Y,,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,8,5,6,7,4,7,5,15,15,8,7,6,8,7,5,85,3,3,1,1,,1,1,24,1,24,1,23,2,6,1,6,2,5,3,0,0,0,0,0
,,,,M,,15,401,1,716458676,,4a6a4c3b-9f24-4c59-a9ba-3e97c455b2fc,K,0,0,0,0,2,1,WBRI,0,,,,Y,6,6,1,1,1,,,,1,1,,,1,1,,,,,,,,,6,3,4,3,3,7,6,6,1,0,4,13,10,5,7,2,6,6,4,56,2,2,1,1,,2,0,12,1,16,1,13,6,4,2,,,,,0,0,0,0,0
,,,,F,,15,401,1,740950407,,a57d4218-6900-4896-b064-35dbaaf7bbad,N,0,0,0,0,1,2,AIND,0,Y,Y,,Y,7,8,1,1,1,,1,1,1,1,,1,,,,1,1,1,1,,,,5,4,5,4,3,6,1,0,1,8,5,8,1,3,1,2,5,5,5,43,2,2,0,0,,0,-2,8,0,16,1,11,7,5,0,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,824339552,,148e05c8-6ee3-4c00-9eb3-593fcd982ece,N,0,0,0,0,1,3,APKN,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,,1,,1,,1,1,,1,,,,5,4,4,5,8,8,8,8,5,2,5,16,18,9,8,8,10,8,8,88,3,3,2,2,,3,1,28,2,26,1,27,1,4,1,4,0,4,-1,0,0,0,0,0
,,,,M,,15,401,1,572646464,,69bad851-6919-4fc1-94e6-2a2042cc333b,N,1,0,0,1,2,2,MWAS,0,,,,Y,6,7,1,1,1,1,,,,,,1,,,,,,,,,,,,3,2,2,1,3,2,2,3,0,4,4,2,2,1,1,2,0,1,18,2,2,0,0,,0,0,4,0,5,0,2,3,,,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,812088588,,b92fde4a-a860-4be7-be64-f07e61eab659,N,0,0,0,0,1,3,WBRI,0,Y,,Y,Y,10,9,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,,,5,5,5,5,7,6,9,8,5,2,5,14,18,9,8,8,8,8,7,83,3,3,0,0,,0,0,26,0,23,0,21,1,7,1,6,0,,,0,0,0,0,0
,,,,M,,15,401,1,748490519,,deeb1e47-4b20-4d3c-9be2-89c19e4ac15f,N,0,0,0,0,2,3,APKN,0,,,,,10,9,1,1,1,1,1,,1,1,1,,1,,1,1,,,,,,,5,4,5,4,4,5,8,6,2,3,5,10,16,7,7,5,6,5,6,58,3,3,0,0,,0,0,20,0,18,0,17,5,6,0,5,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,655337839,,d7a4c3ea-b78d-4851-833f-93ec1744b659,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,8,9,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,4,4,5,5,5,9,7,5,4,4,5,18,14,5,6,3,5,6,4,61,2,2,1,1,,2,0,15,1,15,0,11,2,6,1,5,0,5,2,0,0,0,0,0
,,,,M,,15,401,1,824206068,,5c438acf-87ec-4722-bd15-ab10d2b937e9,N,1,0,0,1,1,3,WBRI,0,Y,Y,Y,,11,9,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,,,,,5,5,5,5,8,8,6,8,7,1,5,18,16,9,8,8,9,8,8,89,3,3,1,1,,1,0,27,0,27,2,27,2,5,0,4,1,,,0,0,0,0,0
,,,,M,,15,401,1,730363567,,ddf2e520-257e-4e3e-a53a-3f7eb884468d,N,0,0,0,0,1,2,WBRI,0,,,Y,Y,7,7,1,1,1,1,1,1,,,1,1,1,,1,,,,,,,,,5,4,4,4,3,6,6,2,2,4,10,14,4,4,4,3,1,2,48,3,3,0,0,,-1,0,12,0,8,-1,10,0,3,1,3,0,4,0,0,0,0,0,0
,,,,F,,15,401,1,754000423,,8a7bbcd0-5cbb-49d7-972b-9472faa16cec,N,0,0,0,1,1,3,WBRI,0,,,Y,Y,8,6,1,1,1,,1,1,1,1,1,,1,1,,,,,,,,,5,4,4,3,3,8,5,3,3,2,5,13,9,4,3,5,7,2,0,51,2,2,0,0,,0,0,12,0,14,-1,4,4,5,-1,,,,,0,0,0,0,0
,,,,M,,15,401,1,751414745,,a8d59a5d-47ac-43bc-815f-24a8b804c7bc,N,1,0,0,1,2,2,WENG,0,,,Y,Y,10,9,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,,,5,5,5,4,4,6,7,7,2,0,5,14,15,6,6,5,6,5,5,63,3,3,1,1,,1,2,17,0,17,1,15,3,5,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,636251345,,09787f83-660a-4755-a229-9f3653f7c415,N,1,0,0,1,1,2,WBRI,0,Y,Y,,,3,5,1,1,1,1,,1,1,,1,,,,1,1,,,,,,,4,5,5,5,0,2,1,0,5,3,4,3,0,1,0,0,3,0,1,8,2,2,-1,-1,,-1,-1,1,-1,3,-1,1,2,3,0,3,0,4,0,0,0,0,0,0
,,,,F,,15,401,1,819147261,,147e2022-61a3-4ac7-ae0f-c074bfa8f78a,N,0,0,0,0,1,3,APKN,0,,,,,9,6,1,1,1,,,,1,1,1,,,,,,,,,,,,5,5,4,4,4,7,3,6,2,0,4,15,9,6,5,2,6,7,6,61,3,3,0,0,,1,-1,16,0,18,0,11,8,4,0,4,1,,,0,0,0,0,0
,,,,M,,15,401,1,732895123,,7e62056d-a499-4be1-b379-105ae224e63f,N,0,0,0,0,2,2,WBRI,0,,,,,5,5,1,1,1,,,,,,,,,,,,,,,,,,,,4,4,1,1,7,6,2,0,4,4,13,3,5,1,2,4,1,26,2,2,-1,-1,,-1,0,10,-2,6,-1,4,5,5,-1,,,,,0,0,0,0,0
,,,,F,,15,401,1,672382795,,432945e6-28aa-46b3-b6cf-c448de31ca68,N,0,0,0,0,1,2,WBRI,0,,,Y,,5,6,1,1,1,,1,1,,,1,,,,,,1,1,,,,,4,5,4,5,4,6,7,6,1,8,4,9,11,2,6,6,4,6,4,44,3,3,0,0,,0,1,9,0,12,0,10,5,4,0,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,670281527,,321ab043-00d0-4616-8805-c7635312956b,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,6,5,5,6,7,9,8,6,6,5,15,17,8,8,6,7,7,7,74,2,3,0,0,,1,0,23,0,20,0,21,1,5,0,5,0,5,1,0,0,0,0,0
,,,,F,,15,401,1,643460263,,87c0d21a-90ac-4f49-814e-af76615a6b76,N,0,0,0,0,1,2,MABL,0,,,Y,Y,7,9,1,1,1,1,,,1,1,1,,1,1,,,,,,,,,,3,5,4,2,2,5,5,1,3,4,3,8,5,4,3,5,5,4,35,3,2,0,0,,-1,0,14,0,14,0,4,3,5,0,4,-1,5,0,0,0,0,0,0
,,,,M,,15,401,1,630748322,,626cd746-2903-42e9-b547-dfd621376a1d,N,0,0,0,0,1,2,WBRI,0,,,Y,Y,7,6,1,1,,1,,,1,1,1,1,1,,1,,,,,,,,4,5,5,5,1,4,6,0,2,1,4,10,13,2,1,0,6,4,2,40,2,3,-1,-1,,-1,0,3,-2,13,-1,11,2,5,-1,4,0,,,0,0,0,0,0
,,,,M,,15,401,1,693386685,,2fb0428b-2104-43ba-a742-b0d919cf516f,N,0,0,0,0,1,1,WBRI,0,,,,Y,10,10,1,1,1,,,,1,1,,,,,,,,,,,,,6,3,3,3,4,6,6,6,0,2,3,11,13,6,7,5,7,7,5,59,3,3,3,3,,3,2,18,3,19,3,17,2,2,3,,,,,0,0,0,0,0
,,,,F,,15,401,1,726159063,,715a5375-79c3-41ec-94fd-33516ab8ecfb,N,1,0,0,1,2,2,AIND,0,,,,Y,7,8,1,1,1,,,,1,1,,1,1,1,,,,,1,,,,5,5,4,4,1,2,3,2,0,1,4,5,5,3,1,2,5,1,2,26,3,3,0,0,,0,0,7,0,10,0,5,5,3,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,755312087,,4442e421-6b01-4cba-812a-3ac9a801844d,N,0,0,0,0,1,4,MWBC,0,Y,,,Y,9,10,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,,,5,5,4,2,5,8,1,3,2,8,5,14,2,7,5,2,5,5,7,63,2,3,0,0,,0,-1,21,1,17,0,17,0,,,,,5,0,0,0,0,0,0
,,,,M,,15,401,0,712078232,,5603f46e-d90f-46cc-9b50-a11eee6f1d3b,K,0,0,0,0,1,4,WBRI,0,Y,,,,5,5,1,1,1,,1,,1,,,,,,1,,1,,,1,,,4,6,0,0,1,2,2,2,1,3,,6,4,3,3,0,4,3,1,28,2,2,,,,,,9,,9,,8,4,,,,,,,0,0,0,0,0
,,,,M,,15,401,0,785516273,,c45d3b95-7a43-461a-a543-8b5f116b22c6,N,0,0,0,0,1,4,WBRI,0,,,Y,Y,11,11,1,1,1,1,,,1,1,1,1,1,,1,1,,,1,,,,5,6,3,2,7,9,6,6,6,2,,16,13,9,6,7,9,8,8,81,3,3,,,,,,26,,26,,23,2,5,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,814178144,,2d9ecf33-6835-4461-a679-4acae39cfa53,N,0,0,0,0,2,2,WBRI,0,,,Y,Y,10,8,1,1,1,1,1,,1,1,1,1,,1,,,1,,,,,,4,4,5,5,5,7,4,1,0,3,5,14,12,6,3,3,6,6,4,61,3,3,0,0,,0,0,16,0,19,0,20,0,5,-2,5,-1,5,0,0,0,0,0,0
,,,,M,,15,401,0,702609852,,a174fb8b-70a8-471e-b7ba-b3cdad1d5b93,N,1,0,0,1,2,3,WWEU,0,Y,,,,6,6,1,1,1,1,,,,,,,,,,,,,,,,,3,3,0,1,1,1,4,1,3,2,,1,7,3,2,2,3,4,2,19,2,2,,,,,,8,,8,,5,2,,,,,,,0,0,0,0,0
,,,,F,,15,401,0,677442838,,4c9f4d4c-9c1c-4940-a6db-8a7425728434,K,0,0,0,0,1,3,BAFR,0,,,,Y,6,8,,1,1,,1,,,,,1,1,1,,1,1,1,1,,,,,,1,1,3,7,7,6,3,5,,16,14,5,6,4,5,4,2,49,2,2,,,,,,12,,12,,13,0,,,,,5,1,0,0,0,0,0
,,,,F,,15,401,1,799782029,,ae816693-24d4-46f7-a0af-f2b9e50383e4,N,0,0,0,0,1,3,APKN,0,,,Y,Y,10,9,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,,,5,4,4,4,5,6,6,5,6,0,4,14,12,5,6,6,10,8,8,79,3,3,3,3,,2,2,19,2,27,4,25,5,3,2,2,2,,,0,0,0,0,0
,,,,F,,15,401,1,752874834,,469e9476-1505-4408-a13b-8d4cb7b09bae,N,0,0,0,0,1,4,WBRI,0,Y,Y,Y,,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,4,4,4,8,6,9,8,7,7,5,11,17,9,7,8,8,5,5,86,3,3,1,1,,0,1,26,2,22,0,19,2,6,1,5,2,5,-1,0,0,0,0,0
,,,,M,,15,401,0,710317833,,05374f76-7ab7-47b4-b5d5-644c023ecf3a,N,0,0,0,0,1,4,APKN,0,Y,Y,Y,,10,10,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,5,4,3,3,7,9,8,8,3,6,,18,15,6,6,8,9,8,6,79,3,3,,,,,,20,,25,,22,1,7,0,,,5,-1,0,0,0,0,0
,,,,F,,15,401,1,781516106,,428ee5e7-3cc8-48ad-b1db-59d2f91bd943,K,1,0,0,1,1,2,WBRI,0,,,Y,,7,7,1,1,1,,1,,1,,1,,,,,,,,,,,,5,4,4,3,2,2,4,2,0,2,4,4,7,3,3,2,2,2,5,34,3,3,0,0,,0,0,10,0,7,-1,4,2,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,703838876,,01d8d884-0d13-4d46-8e9e-d3b783d7b3f8,N,1,0,0,1,1,3,WBRI,0,Y,Y,Y,Y,8,8,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,,,,5,5,5,5,5,4,5,3,6,5,5,8,10,6,4,2,4,4,3,50,2,3,-1,-1,,-1,0,15,0,12,-1,6,6,6,0,5,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,725181345,,06fcebbc-6477-4a81-95cf-9130d061c6fe,N,1,0,0,1,1,3,WOTH,0,,Y,Y,,8,7,1,1,1,1,,,1,1,1,,1,,,,,,,,,,4,4,4,3,2,3,1,0,1,0,4,10,5,2,0,0,5,4,3,42,2,3,0,0,,0,0,3,0,14,0,13,3,3,0,2,1,,,0,0,0,0,0
,,,,M,,15,401,1,818487701,,43bade9e-195b-4bd8-b3d5-8b049cb8d985,N,0,0,0,0,1,3,WBRI,0,,,Y,,10,9,1,1,1,1,,,1,1,1,,1,,1,1,,,,,,,4,6,5,5,5,7,6,3,3,0,5,14,14,7,4,2,6,6,5,66,3,3,0,0,,1,1,19,0,18,0,17,2,4,0,4,0,,,0,0,0,0,0
,,,,M,,15,401,1,694832653,,d0f13f63-e6fc-4a21-abbc-abe48787cf64,N,1,0,0,1,1,1,WOTH,0,,,,Y,7,6,1,1,1,,,,,,,,,1,,,,,1,,,,4,4,5,5,3,3,8,6,1,0,5,7,16,5,4,6,4,5,3,51,3,2,0,0,,-1,1,16,0,12,0,4,5,7,0,5,0,,,0,0,0,0,0
,,,,M,,15,401,1,653211261,,23c6bd9f-33c6-4d82-8b46-1bfb7581344b,N,1,0,0,1,1,3,WBRI,0,,Y,Y,Y,7,7,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,5,4,4,4,5,8,8,5,7,2,4,16,15,6,4,7,6,7,4,65,3,3,1,1,,2,2,18,1,15,0,16,2,5,2,4,2,,,0,0,0,0,0
,,,,F,,15,401,1,779758985,,90b46b7e-b87b-429c-a6d0-61a1bbd2af60,N,0,0,0,0,2,2,WBRI,0,Y,,,Y,9,10,1,1,1,,1,1,,,1,1,1,,1,1,1,1,1,1,,,4,4,4,4,7,5,8,8,3,7,5,11,17,8,8,6,7,6,4,73,2,3,0,0,,0,1,24,1,18,0,23,0,5,1,,,4,1,0,0,0,0,0
,,,,M,,15,401,1,740220375,,a98008d6-41c9-459a-ad12-4dc7eb0190a1,N,0,0,0,0,1,1,WBRI,0,,,,,6,5,1,1,1,,1,,1,,,,,,,,,,,,,,5,5,5,5,1,6,5,2,0,2,5,9,10,2,1,0,4,2,1,31,2,3,-1,-1,,-1,0,4,-2,11,-1,6,4,6,-1,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,735745597,,4fdcff5a-2c03-4dc1-ac9a-e4e1b4610e07,N,0,0,0,0,1,3,WBRI,0,Y,,Y,,8,8,1,1,1,1,1,,,,1,1,1,,1,1,,,,,,,5,5,4,4,4,6,6,7,7,2,4,14,13,5,7,4,6,4,2,54,3,2,0,0,,0,0,17,0,15,0,11,2,4,0,5,1,4,0,0,0,0,0,0
,,,,F,,15,401,1,821544620,,ab8b6e3a-8ff3-4572-be1f-7e12ab92a119,N,0,0,0,0,1,4,WBRI,0,,Y,Y,Y,11,9,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,,5,5,5,5,8,9,8,8,5,3,5,18,17,8,8,8,10,8,7,88,3,3,1,1,,1,1,25,0,27,2,25,3,7,0,6,0,5,1,0,0,0,0,0
,,,,M,,15,401,1,725559561,,08c6db7b-4a7a-4e8c-9e05-46dd188b5747,K,1,0,0,1,1,3,BAFR,0,,,,,7,7,1,1,1,,,,1,,1,,1,,,,,,,1,,,5,4,3,3,3,5,4,4,0,2,4,11,9,4,3,2,6,5,4,48,2,3,0,0,,0,-1,13,-1,16,0,10,6,4,-1,,,,,0,0,0,0,0
,,,,M,,15,401,1,749034761,,01b3b6f5-e68d-4f60-98c7-b6ac1f0fcff5,N,0,0,0,0,1,2,AIND,0,,,Y,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,5,5,4,5,5,7,6,6,6,2,5,14,13,5,5,5,6,5,5,62,2,3,0,0,,0,0,16,0,16,0,19,3,6,0,5,0,5,-1,0,0,0,0,0
,,,,M,,15,401,0,775746503,,f4a890de-7a07-4225-b9a0-f44d1cd73d1d,N,1,0,0,1,1,4,OOTH,0,,Y,,,9,8,1,1,1,1,1,1,,,,,,,1,1,1,1,1,,,,4,,1,2,6,3,6,7,8,4,,10,13,5,6,8,4,3,3,59,3,3,,,,,,20,,12,,17,0,4,0,5,1,,,0,0,0,0,0
,,,,M,,15,401,1,709049496,,46265df7-67f2-4d70-aab9-4a27240a09b7,N,0,0,0,0,1,3,WBRI,0,,,Y,,8,6,1,1,1,1,,1,1,,,,,,1,1,,,,,,,,4,4,4,3,2,6,7,4,0,5,5,13,5,6,5,7,6,5,56,2,3,-1,-1,,-2,0,17,-1,19,0,14,5,6,-1,6,0,,,0,0,0,0,0
,,,,F,,15,401,1,796001042,,9886e750-2603-4583-a9b7-6ec3979fcc62,N,1,0,0,1,1,3,WBRI,0,Y,Y,,Y,10,10,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,,,5,5,4,5,7,8,7,8,7,10,5,15,14,7,7,7,6,7,8,73,3,3,0,0,,0,0,23,0,20,0,17,3,5,0,6,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,813333856,,0ef732a3-bf3d-4190-aeab-d4545df70782,N,0,0,0,0,1,3,WBRI,0,,,Y,,12,11,1,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,4,6,5,4,5,7,5,2,6,2,5,12,12,6,4,6,7,7,7,63,3,3,0,0,,0,-1,21,0,22,0,19,4,4,-2,5,-1,5,0,0,0,0,0,0
,,,,M,,15,401,1,743536677,,e274b301-21db-4fce-9b11-290b09978e05,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,7,8,1,1,1,,1,,1,1,1,1,1,1,,,1,,1,,,,6,4,4,4,4,5,6,7,1,3,4,7,11,6,8,6,4,3,3,52,2,2,0,0,,0,0,19,0,12,-1,6,1,5,1,,,,,0,0,0,0,0
,,,,F,,15,401,1,721052684,,61ac1a70-a78e-43ab-b338-23490aa79f19,N,0,0,0,0,2,2,MWBC,0,,,,,6,6,1,1,1,,,,,,,,,,,,,,,1,,,4,6,4,3,3,4,2,3,1,1,3,9,4,2,2,1,4,4,4,34,2,3,0,0,,0,0,6,-1,12,0,15,2,2,-1,,,,,0,0,0,0,0
,,,,F,,15,401,1,801036882,,53268709-1a7e-461c-864f-06c35b08a346,N,1,0,0,1,1,3,WBRI,0,,,Y,Y,7,8,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,5,4,3,2,5,8,7,2,4,4,4,14,14,5,6,5,7,5,4,60,3,3,0,0,,1,0,17,0,19,0,19,2,4,-1,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,645881193,,2bbdee47-8d69-4c41-99ca-b5bc8e4efc44,N,0,0,0,0,1,3,AIND,0,Y,,Y,,7,8,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,,4,,2,2,2,6,2,2,2,3,4,11,3,4,2,1,4,4,2,36,3,2,1,1,,1,0,10,1,10,1,7,4,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,743003935,,70e5ffb3-43a7-4ec1-a6ca-735e5984dc78,K,1,0,0,1,1,1,WBRI,0,Y,,Y,Y,9,9,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,5,5,5,5,4,7,5,4,4,5,5,12,8,5,3,4,6,3,4,54,3,2,0,0,,0,0,14,0,16,0,9,4,7,0,6,1,6,0,0,0,0,0,0
