candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_science_pathway_flag
,,,,F,,15,401,1,813236395,,ab3c9db3-8afa-48ca-a159-b3ca62c556a2,N,1,0,0,1,3,WBRI,0,Y,,Y,Y,10,7,1,1,1,1,,,1,1,1,1,,1,1,,1,,1,,5.315789474,4.242424242,5,6,4,4,7,7,7,8,6,2,4,16,17,8,8,8,8,8,8,82,3,3,1,1,,2,0,25,0,25,1,23,7,3,0,2,0,,,0
,,,,M,,15,401,1,784834558,,4116954f-314a-435d-9783-a69eb0db0021,K,0,0,0,1,1,WBRI,0,,,,,8,8,1,1,1,1,1,1,,,1,,1,,,,1,1,,,4.076923077,4.454545455,4,4,5,5,3,4,2,4,3,3,4,7,7,5,5,2,5,3,3,42,2,3,0,0,,0,1,13,1,12,0,17,1,4,0,5,1,4,0,0
,,,,M,,15,401,1,786138112,,3d55d475-8856-4a0c-ae77-20ab3fbf6de1,K,1,0,1,1,4,WBRI,0,,,Y,,11,8,1,1,1,,1,,1,,1,,1,1,,,1,1,1,,5.421052632,5.727272727,4,5,4,4,6,6,3,8,0,1,5,16,14,8,8,5,7,7,7,82,3,3,0,0,,0,0,24,0,23,0,20,5,7,0,,,,,0
,,,,F,,15,401,1,747246936,,910e88d6-dcc5-4c5a-83d1-a53c01999e8a,N,0,0,0,1,1,WBRI,0,,,Y,Y,9,10,1,1,1,1,1,,1,1,1,1,,,,,1,,,,3.142857143,4.757575758,4,,5,5,3,7,4,6,5,4,5,13,7,4,6,6,8,7,6,51,2,2,1,1,,1,1,14,1,24,1,23,2,5,1,4,1,6,0,0
,,,,F,,15,401,0,791360989,,7d2ea05d-6639-4c59-9f64-3651524f8545,N,1,0,1,1,3,AIND,0,,,Y,Y,8,10,1,1,1,1,,,1,1,,1,1,1,1,1,,,,,5.421052632,5.818181818,,3,1,1,3,5,4,3,6,1,,7,6,4,3,4,5,5,4,41,2,3,,,,0,0,13,0,16,,15,1,,,3,0,,,0
,,,,M,,15,401,1,732269604,,e28082f8-08d4-4137-a8a0-c08d9a1139a3,N,0,0,0,1,2,WBRI,0,,,Y,,6,8,1,1,1,1,,,,,1,1,,,1,1,,1,1,,5.421052632,5.409090909,5,6,4,4,2,2,5,1,3,3,4,2,7,4,1,3,2,0,1,18,2,2,-1,-2,,-3,-1,8,-1,6,-2,3,1,2,0,,,,,0
,,,,F,,15,401,1,662512314,,73a94b9c-5499-4edb-9465-7d74f821cf0d,N,0,0,1,1,3,APKN,0,Y,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.454545455,5,5,5,5,7,6,7,8,8,6,5,11,13,7,8,8,7,7,8,69,3,3,2,2,,1,2,23,3,22,1,21,1,6,2,6,2,5,2,0
,,,,F,,15,401,1,801863188,,f1504e7d-f774-4563-9084-d9887ec86b84,K,1,0,1,1,1,WBRI,0,,,,,8,8,1,1,1,,1,,1,,,,,,,,,1,,,1.5,3.607142857,5,4,5,4,3,7,2,3,2,4,4,15,7,4,5,2,6,5,3,52,3,2,1,1,,1,1,13,1,16,1,16,1,3,0,,,5,-1,0
,,,,F,,15,401,0,634756631,,dbe9c4c9-8e8f-4e81-9ec1-e72d1e0e102c,N,0,0,0,1,3,APKN,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,5.421052632,,4,6,1,1,5,7,6,4,8,8,,14,10,7,5,8,7,6,6,64,3,3,,,,1,0,20,0,16,,16,2,,,4,1,4,0,0
,,,,M,,15,401,1,706541272,,c0bfb5ff-7b0c-44fe-a02a-ec8695db7e9f,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,7,8,1,1,1,1,1,1,1,,1,,,,1,1,1,1,,,5.578947368,5.272727273,5,3,5,5,4,7,5,6,8,5,5,12,7,5,8,7,7,7,6,63,2,2,0,0,,0,-1,17,0,24,0,21,1,,,7,1,6,0,0
,,,,F,,15,401,1,772715913,,88e998fa-cafd-4afc-b7fd-85557ac81ff9,N,1,0,1,1,3,MWBC,0,Y,,,,8,7,1,1,1,1,,,,,,,,,,,,,,,5.315789474,5.318181818,,,3,2,4,5,4,5,3,1,4,9,9,7,6,2,6,5,6,50,3,3,-1,-1,,-2,0,20,-1,20,-1,15,5,3,-1,4,-3,,,0
,,,,M,,15,401,1,716519812,,a9160a2c-ba11-4aad-9596-971937cd80dc,N,0,0,0,1,4,APKN,0,Y,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.636363636,5,4,4,5,8,7,9,7,7,5,5,14,17,9,7,8,7,7,7,81,3,3,0,0,,0,0,25,0,21,0,18,1,7,0,6,1,5,0,0
,,,,F,,15,401,1,805015578,,91c11314-835a-4a8e-9f3b-7e8cbafa56c2,N,0,0,0,1,3,APKN,0,,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,5.210526316,5.681818182,5,4,3,4,8,8,6,7,6,5,5,17,16,9,8,7,8,7,5,86,3,3,1,1,,2,0,26,0,21,1,21,2,6,0,6,0,6,0,0
,,,,F,,15,401,1,796774493,,5f608d04-79d4-40b2-8afe-e476dc3fd01a,N,1,0,0,1,3,WBRI,0,Y,,Y,Y,10,8,1,1,1,1,,,1,,,1,1,,1,,,,,,4.846153846,0.5,,4,2,3,6,6,5,7,5,1,5,12,14,7,6,7,6,7,7,66,3,3,0,0,,0,0,21,0,24,0,21,8,5,-1,3,-1,,,0
,,,,M,,15,401,1,634365323,,3c0187f4-af4e-4fa5-bc0b-07167a6e6048,N,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,8,8,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,4.307692308,5,4,4,5,5,4,6,7,5,6,6,5,11,11,4,6,4,7,7,6,58,2,2,0,0,,0,0,13,0,20,1,16,4,6,1,,,6,2,0
,,,,M,,15,401,1,802239023,,d9394c37-e758-4f89-82d7-9814c4154920,N,0,0,0,1,1,APKN,0,,,,Y,10,9,1,1,1,1,1,1,1,,,1,,,1,1,,,1,,5.736842105,4.424242424,4,5,5,5,4,5,2,1,4,3,5,12,9,4,2,5,3,6,6,50,3,3,0,-1,,-1,-1,13,-1,19,0,13,3,3,-1,3,0,4,0,0
,,,,F,,15,401,1,709151149,,80ee80b0-88db-4fbf-b3e4-e873e5bede06,N,0,0,0,1,1,BAFR,0,,,,,7,7,1,1,1,1,,,,,,,,,,,,,,,3.571428571,3.25,6,3,5,5,2,8,3,5,3,0,3,15,5,3,5,1,6,6,0,30,2,2,1,1,,2,2,9,1,11,1,11,4,3,1,3,0,,,0
,,,,M,,15,401,1,761065912,,cddaf8ca-0a86-4c1e-b52f-30149cd59bec,N,0,0,0,2,3,WOTH,0,,Y,,Y,9,11,1,1,1,,,,1,1,1,1,1,1,1,1,,,1,,,,3,5,5,4,6,9,9,8,3,2,5,16,15,8,7,7,6,6,7,80,3,3,1,1,,2,1,24,1,21,1,19,1,7,0,,,,,0
,,,,M,,15,401,1,772822088,,f5592d48-bb7c-4a24-92c2-5f333fdb389a,N,1,0,1,1,2,WOTH,0,,,,,6,7,1,1,1,1,,,,,,,,,,,,,,,5.105263158,4.212121212,4,4,4,4,2,4,3,3,5,2,4,6,5,5,5,4,5,2,2,31,2,2,0,0,,0,0,13,0,9,0,7,3,3,0,4,0,,,0
,,,,M,,15,401,1,755410196,,746dcb83-cb4a-40c5-9fd4-bc4556ce5780,K,0,0,0,1,3,CHNE,0,Y,Y,Y,Y,9,9,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,5.578947368,5.454545455,,4,4,4,6,6,6,6,4,4,5,12,13,5,6,5,5,3,4,68,2,2,0,0,,0,0,16,0,15,0,13,2,6,0,5,0,,,0
,,,,F,,15,401,1,761632214,,6481d114-3a62-4ada-a13f-9d1c4e834d8c,N,0,0,0,2,3,WBRI,0,Y,Y,,Y,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.368421053,5.909090909,5,4,3,3,6,7,6,2,6,5,5,14,12,8,5,4,5,5,5,68,3,3,2,2,,2,1,23,3,18,1,19,1,,,,,5,1,0
,,,,M,,15,401,1,691344387,,a17fb29a-1023-489d-ba1c-f6d2d33ee48a,N,0,0,0,1,3,WBRI,0,Y,,Y,,7,8,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,5.105263158,4.909090909,5,5,5,5,4,4,5,6,7,3,4,8,11,4,5,6,7,5,4,54,3,3,0,0,,-1,0,13,0,13,0,12,0,5,0,5,1,4,0,0
,,,,M,,15,401,1,761959469,,65da4a7a-0820-40c8-abd4-b7ea304ea871,N,0,0,0,2,4,WBRI,0,,,Y,Y,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5.315789474,5.454545455,5,4,3,4,5,3,5,3,5,1,4,6,12,5,3,4,1,2,3,55,3,3,0,1,,0,1,16,1,12,0,2,10,4,0,5,0,3,0,0
,,,,M,,15,401,1,780779621,,fbdf02d2-bce2-4819-9540-ee05c7da6a07,N,1,0,1,1,1,WBRI,0,,,Y,Y,7,5,1,1,1,,,,,,,,,,,,,,,,3.714285714,3.357142857,4,6,5,5,0,1,0,3,0,2,4,5,1,2,3,1,5,3,0,20,2,2,-2,-2,,-2,-2,3,-2,9,-2,2,4,4,-1,3,0,5,0,0
,,,,M,,15,401,1,659846705,,4a864c30-9c58-429a-ba97-52162656a1c1,N,0,0,0,1,2,WBRI,0,,,,,5,5,1,1,1,1,,,,,,,,,,,,,,,2.5,4,3,D,1,1,0,2,0,0,2,0,3,3,2,0,0,0,1,1,0,8,2,2,-1,-1,,-1,-1,0,-2,4,-2,2,3,,,,,,,0
,,,,F,,15,401,1,746848292,,686c62f4-0ca7-46d0-8575-3e2958eb81f3,N,1,0,1,1,3,AIND,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,5.727272727,5,5,3,3,6,5,8,6,5,7,4,10,15,5,6,6,7,6,5,70,3,3,0,0,,0,0,17,0,20,0,19,4,4,0,3,0,4,0,0
,,,,F,,15,401,0,747177724,,6f7a0483-5f58-4cad-910f-75c562a9fa68,N,0,0,0,1,3,WBRI,0,,,,,5,4,1,1,1,,,,1,,,,,,,,,,,,5.052631579,5.954545455,4,3,1,1,4,7,3,4,4,3,,15,7,3,5,5,6,2,3,54,2,2,,,,3,1,11,0,15,,15,2,,,,,,,0
,,,,M,,15,401,1,745193815,,d8237d01-0428-4f3c-9bb4-a32daa8b65a9,N,1,0,1,1,2,APKN,0,,,,,7,7,1,1,1,,,,,,1,,,,,,,,,,2.5,4.878787879,4,6,4,3,1,5,2,1,0,1,4,9,5,3,2,0,4,2,1,30,2,2,0,0,,-1,0,5,0,5,-1,4,1,4,0,,,,,0
,,,,M,,15,401,0,769754925,,adf2780e-daa6-481e-8816-3d616c115950,N,0,0,0,1,4,WBRI,0,,,Y,,8,9,1,1,1,1,1,,1,1,,,1,,,,1,,1,,5.263157895,5.681818182,,,0,1,3,8,6,7,5,4,,14,8,6,7,5,4,6,5,47,3,3,,,,1,0,18,1,17,,16,3,,,,,,,0
,,,,F,,15,401,1,760448970,,b2db179f-14a2-42c5-af0a-a9c67fcf2e18,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.909090909,3,4,4,3,8,9,6,8,7,6,5,18,16,8,8,6,8,8,8,86,3,3,2,2,,3,0,25,2,26,1,26,0,6,2,6,4,6,2,0
,,,,F,,15,401,1,690261464,,c412b37b-3843-4518-b155-8e734c6b8a98,N,0,0,0,1,2,WBRI,0,Y,Y,,Y,9,8,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,5.789473684,4.181818182,2,6,4,4,5,6,6,7,8,4,5,11,11,6,5,4,6,6,6,51,3,3,1,1,,0,1,18,1,17,1,13,4,5,1,5,0,,,0
,,,,M,,15,401,1,687655121,,76767485-db1b-40fb-b4e1-bd2b5dced42f,K,0,0,0,2,2,WBRI,0,,,Y,,7,6,1,1,1,1,,,,,1,,,,1,,,1,,,0.5,4.636363636,4,4,4,4,4,4,2,4,2,0,4,12,9,4,4,2,4,4,3,51,2,2,0,0,,0,0,11,0,15,-1,20,0,3,-1,4,0,,,0
,,,,M,,15,401,0,660178701,,663e0e2a-a524-43a1-b1df-dc331f7a0226,N,1,0,1,1,4,WBRI,0,Y,,,,5,6,1,1,1,,1,,1,,,,,,,,,,,,5.631578947,4.848484848,5,6,0,1,1,2,1,1,0,2,,5,5,2,1,0,4,4,1,27,2,2,,,,0,-1,4,0,7,,5,3,,,,,,,0
,,,,M,,15,401,0,795139026,,7b00096f-b5ce-4fc8-9327-40bdc519f353,N,0,0,0,2,4,REFU,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,5,5.681818182,6,2,0,1,8,7,9,6,8,8,,14,18,9,7,8,7,7,7,75,3,3,,,,0,0,25,0,21,,22,2,,,,,,,0
,,,,M,,15,401,1,616772411,,50e6b62f-656d-456b-bb29-65a1079d7d03,K,1,0,0,2,2,APKN,0,,,Y,,8,9,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,5.684210526,4.96969697,6,6,1,2,4,7,4,8,9,3,5,15,7,5,8,8,8,8,7,65,2,2,1,1,,0,0,16,2,23,2,21,2,,,5,3,,,0
,,,,F,,15,401,0,728430687,,fbdf02d2-bce2-4819-9540-ee05c7da6a07,E,0,0,0,1,4,WBRI,0,Y,Y,Y,,10,10,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,5.526315789,5.681818182,2,,0,1,6,7,7,6,7,6,,16,15,8,6,3,5,7,8,70,3,3,,,,1,2,22,1,22,,22,1,,,,,4,0,0
,,,,F,,15,401,1,790406052,,c9b2026a-9c17-4c0c-932c-7ded497df2e0,N,0,0,0,1,3,AOTH,0,Y,Y,Y,Y,9,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.681818182,5,3,4,3,7,8,9,5,8,8,4,16,17,6,8,6,8,7,6,82,2,3,1,1,,1,1,21,1,20,1,20,0,,,5,2,5,0,0
,,,,M,,15,401,1,711672451,,419480ee-68bb-4827-9022-a1651a4c79e0,N,1,0,1,1,3,WBRI,0,Y,Y,Y,Y,12,11,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.526315789,5.727272727,5,5,5,5,7,7,7,8,5,4,5,16,16,8,8,8,8,7,7,83,3,3,0,0,,0,0,25,0,24,0,24,0,7,0,7,0,6,0,0
,,,,M,,15,401,1,718722209,,2c96295f-b94b-49bc-80a8-c3e31f5c8922,K,1,0,1,1,3,WBRI,0,,,,Y,6,8,1,1,1,,,,1,1,,,1,1,,,,,1,,,5.545454545,5,3,2,2,2,4,4,5,0,2,4,7,6,3,5,3,2,4,5,38,2,2,-1,-1,,0,-1,10,-1,16,-1,19,0,,,,,,,0
,,,,F,,15,401,1,696298327,,b1504a28-9c70-4a73-9354-ecae642a752d,K,0,0,0,1,2,APKN,0,,,Y,Y,7,6,1,1,1,,1,,1,,1,1,1,1,,,1,1,1,,3.571428571,4.424242424,4,5,5,5,1,1,3,1,0,5,4,3,6,2,2,0,1,0,0,23,2,1,0,0,,-1,0,5,0,2,-1,0,8,5,0,,,4,0,0
,,,,F,,15,401,1,763269006,,01bb0e1d-4ca3-48d9-9ad7-4d05228bfc41,N,0,0,0,1,4,APKN,0,,,Y,Y,11,10,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.818181818,5,4,4,4,8,7,6,8,3,8,5,16,15,9,8,8,8,6,8,87,3,3,1,1,,1,0,26,1,25,2,24,4,7,0,,,5,0,0
,,,,M,,15,401,1,638824709,,54f97898-99f8-4fd6-a052-51d31c45fcea,K,0,0,0,1,3,WBRI,0,Y,,Y,,8,11,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,5.421052632,4.818181818,5,5,4,4,5,7,7,4,8,7,5,11,11,7,5,3,6,5,3,50,2,2,0,0,,0,0,19,0,15,0,16,0,6,0,6,0,5,0,0
,,,,M,,15,401,1,686856606,,f37f316b-beaf-43b2-acc3-ca29bd9e880a,N,0,0,0,1,4,APKN,0,Y,Y,Y,Y,9,12,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,5.473684211,,4,,4,3,6,9,8,8,5,8,5,18,12,6,8,7,7,7,6,73,2,2,0,0,,2,0,20,0,19,0,23,0,7,0,,,6,0,0
,,,,F,,15,401,1,775172706,,c584dca7-255b-49af-88d3-aa156540796d,N,1,0,1,1,2,AIND,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,4.692307692,5.681818182,5,4,5,5,5,6,4,1,2,5,5,15,11,4,1,2,5,4,2,58,3,2,0,0,,0,0,11,0,14,0,12,1,5,0,,,5,0,0
,,,,F,,15,401,1,823764395,,cb0fb875-f6f8-4f64-833b-d1f0d78442c2,N,0,0,0,2,3,AIND,0,Y,Y,Y,Y,11,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,5.631578947,5.818181818,4,3,3,3,8,8,4,8,5,1,5,17,15,9,7,7,8,8,8,89,3,3,2,2,,2,0,26,1,26,2,26,1,4,1,,,,,0
,,,,M,,15,401,1,708475387,,f434ed9e-8af4-45e7-967b-301c4bb8cc16,K,0,0,0,1,3,WBRI,0,,,Y,,6,7,1,1,1,,,,,,,,,,,,,,,,3.285714286,4.181818182,,6,4,4,1,2,2,1,2,1,5,4,4,0,1,1,2,2,0,10,2,2,-2,-2,,-3,0,1,-2,5,-3,3,0,6,-1,,,,,0
,,,,M,,15,401,1,796491959,,6361e0a9-129b-4c69-8c36-2201d437fcf7,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.473684211,5.727272727,5,5,4,4,7,7,7,5,8,7,5,13,14,9,7,7,7,6,8,75,3,3,0,0,,0,0,25,0,23,0,20,1,6,0,4,0,5,0,0
,,,,F,,15,401,1,776494410,,bc2619c1-3d37-411d-84cd-f66b02967a4e,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5.727272727,5,5,4,5,8,9,8,8,6,9,5,18,19,10,8,8,8,8,8,89,3,3,1,1,,2,1,28,2,24,1,26,0,6,1,6,0,5,2,0
,,,,F,,15,401,1,694409671,,fef1eb27-7c22-46e5-8c0e-fde9c1b1f9dd,N,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,5.631578947,4.909090909,5,4,5,5,4,8,5,4,4,5,4,15,8,6,2,3,8,5,5,52,2,3,0,0,,2,-1,15,0,18,1,14,3,4,0,5,0,5,0,0
,,,,F,,15,401,1,665386033,,1bd4c0f8-c78b-49a0-af7e-5c4f5df01200,N,0,0,0,1,3,APKN,0,,,Y,Y,7,6,1,1,1,,1,,1,1,1,1,1,1,,,1,1,,,4.923076923,5.136363636,4,,3,4,4,4,6,6,0,6,5,6,12,6,5,2,8,5,5,61,2,3,0,0,,-1,0,17,0,16,0,9,7,5,0,,,5,0,0
,,,,M,,15,401,1,685605541,,704e5924-947e-4a12-b151-0904678688a4,N,0,0,0,1,2,WBRI,0,Y,,Y,,7,9,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,5.684210526,5.272727273,5,4,5,5,3,6,6,6,5,3,5,10,9,2,5,2,5,3,3,39,2,2,0,0,,0,0,7,-1,10,0,7,1,6,0,6,0,5,-1,0
,,,,M,,15,401,1,520906697,,78efceb4-f81e-4043-8b03-7cfeb8b5de24,N,0,0,0,1,2,APKN,0,,,Y,,3,5,1,1,1,,1,,1,,,,,,,,,1,,,4.384615385,4.393939394,,2,1,3,0,5,3,0,1,6,3,5,1,0,0,4,3,0,0,7,2,1,-1,-1,,0,-1,1,-1,2,-1,1,5,,,,,,,0
,,,,M,,15,401,1,591920261,,64ed20d4-70bf-42fa-b28f-1d13f1ea5539,K,1,0,1,2,3,MOTH,0,Y,Y,,,7,8,1,1,1,1,,1,,,,,,,1,1,1,,1,,5.421052632,,5,4,3,3,2,4,4,1,8,3,5,5,5,3,2,1,5,0,0,28,2,1,-2,-2,,-2,-1,9,-1,4,-2,2,0,,,6,0,,,0
,,,,M,,15,402,1,777064656,,ab527975-a7af-46ae-b88c-8fe50766f991,N,0,0,0,1,3,APKN,0,,,Y,Y,8,7,1,1,1,1,,,1,1,1,1,1,,1,1,,,,,5.263157895,5.272727273,5,4,3,3,3,4,3,4,4,0,3,7,8,5,3,4,5,6,4,46,3,3,1,0,,0,0,15,1,15,1,13,1,2,1,1,0,,,0
,,,,M,,15,401,1,651264890,,a15ff445-af90-43e2-9664-68f7790fe11a,N,0,0,0,1,2,MWAS,0,Y,,,,8,7,1,1,,1,,,,,1,,,,1,,1,1,1,,5,5.363636364,,6,4,4,2,6,4,2,2,3,5,14,9,2,2,3,6,3,2,51,2,2,0,1,,0,1,4,0,13,1,5,3,7,0,6,0,6,0,0
,,,,F,,15,401,1,701674485,,aa54f881-ca21-4721-a319-2892d0bf339b,N,1,0,1,1,2,WBRI,0,Y,,,,7,7,1,1,1,1,,,,1,1,,,,,,,,,,5,5.772727273,5,5,4,4,1,2,3,0,3,2,4,3,5,3,1,1,2,1,1,25,2,2,-1,-1,,-1,-1,7,-1,4,-1,1,2,5,0,3,0,,,0
,,,,F,,15,401,1,796590413,,bcc33292-8f5b-4011-b259-8b37ec90dc49,N,0,0,0,1,3,APKN,0,,Y,,,10,9,1,1,1,,,,1,,,,,1,,,,,1,,5.736842105,4.848484848,5,6,4,4,3,4,3,7,0,0,5,9,10,7,5,3,4,3,4,56,3,3,0,0,,-2,1,19,0,18,-1,20,1,4,0,,,,,0
,,,,M,,15,401,1,560779637,,,K,1,0,1,1,1,WBRI,0,,,,,5,5,1,1,1,,1,,1,,,,,,,,,,,,4,3.214285714,,6,4,4,1,1,0,1,0,2,3,3,1,0,0,0,1,0,1,14,2,2,0,0,,0,0,1,0,2,0,0,1,3,0,,,3,0,0
,,,,F,,15,401,0,783534887,,4fca7c9a-f27a-4d98-8081-d6bfa42837c1,N,1,0,0,1,3,WBRI,0,,,Y,,9,8,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,,5.421052632,5.227272727,5,5,3,3,4,3,4,5,2,3,,7,10,6,4,3,4,5,4,48,2,3,,,,-2,-1,17,0,14,,10,0,4,0,,,4,0,0
,,,,M,,15,401,1,638340349,,09ec66c1-2c2a-4db6-8c07-c98396a3b32b,N,0,0,0,1,2,AOTH,0,,,Y,,6,7,1,1,1,1,1,1,,,,1,,,1,,,,,,5.368421053,4.848484848,4,3,2,3,2,4,2,1,4,3,4,5,3,3,1,1,5,2,2,27,2,2,0,0,,0,0,6,0,12,0,11,1,,,,,,,0
,,,,M,,15,401,1,691544107,,c55b1146-8e22-4a87-a07a-365f48873b8a,N,0,0,0,2,3,WBRI,0,,Y,Y,,7,7,1,1,1,1,,,,,1,1,1,1,1,1,,,1,,5.684210526,4.363636364,5,4,4,4,5,4,5,6,6,1,4,9,10,7,6,5,5,1,1,47,3,2,0,0,,-1,1,19,1,7,0,4,2,5,1,5,0,,,0
,,,,M,,15,401,1,653616798,,40c609ce-f6c7-4c71-9cda-76931bb6b8e6,N,0,0,0,1,2,WBRI,0,,,Y,,7,7,1,1,1,1,,,,,1,,,,,,,1,,,4.692307692,4.515151515,5,4,5,5,3,5,4,3,2,1,4,10,7,4,3,1,4,2,3,38,2,3,0,0,,0,0,12,0,8,0,3,4,4,0,5,-1,5,0,0
,,,,M,,15,401,1,664306506,,16a15edc-a7ce-4868-9e01-c9c677725975,K,1,0,1,1,1,WBRI,0,,,,,6,8,1,1,1,,,,1,,,,,,,,,,1,,5.894736842,3.642857143,6,,5,5,1,6,4,4,2,0,3,9,5,3,3,3,4,3,1,27,2,2,1,1,,0,1,11,1,5,0,3,0,3,2,,,,,0
,,,,M,,15,401,1,775991086,,b6797df0-077c-47e8-abab-658b3f0c3ec5,N,0,0,0,2,3,APKN,0,Y,,Y,Y,11,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,5.909090909,5,5,4,4,8,5,7,8,2,5,5,13,18,10,8,8,8,7,7,85,3,3,2,2,,2,1,27,2,24,2,19,4,4,2,,,5,1,0
,,,,F,,15,401,1,749808175,,4646633d-3e74-445b-b895-0d63a3ce800f,N,0,0,0,2,2,WBRI,0,,,,,9,10,1,1,1,1,1,1,1,,1,1,,,,,1,,,,4.769230769,4.878787879,5,5,5,5,5,7,7,5,5,8,5,13,14,6,6,6,6,7,5,57,3,3,0,0,,0,0,17,-1,18,0,21,2,7,-2,5,-1,6,-1,0
,,,,M,,15,401,0,752640561,,7c9bd93f-1fca-4016-9320-95af466bef48,N,0,0,0,2,4,WOTH,0,,,Y,Y,8,9,1,1,1,,,,1,1,1,1,1,1,,,,,1,,,,4,5,1,1,2,2,6,3,1,1,,4,10,3,4,5,1,2,3,46,2,2,,,,-1,0,11,-1,10,,4,6,,,,,,,0
